noise,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30,average_31,average_32,average_33,average_34,average_35,average_36,average_37,average_38,average_39,average_40
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.263157894737,0.996595896648,0.997236196066,0.99690909781,0.99605650201,0.996846455613,0.997230681574,0.99700541041,0.997002609285,0.996446328053,0.996399783626,0.997016137832,0.99652976224,0.996777022602,0.996135998042,0.99690183528,0.996233065159,0.996602571709,0.996926017733,0.99691975746,0.996137921597,0.997316455835,0.997311035455,0.997236560032,0.997281659431,0.996404392749,0.996762500125,0.996941283652,0.996767032656,0.997096165676,0.997055476616,0.997024722028,0.997110588215,0.997137218573,0.996643391024,0.997539714356,0.99701341602,0.996837149391,0.996866271945,0.997022741364,0.997200229194,0.997110901022
0.526315789474,0.986623172297,0.985998536534,0.988723153284,0.9869787179,0.991304588935,0.990303312737,0.987235646378,0.986853580579,0.987984264703,0.98892539333,0.985735250264,0.986614071288,0.98863630661,0.986642528126,0.984625911764,0.989098083579,0.988316408602,0.986843789203,0.985819002135,0.98950717755,0.987942068374,0.989196490476,0.989056862178,0.985830799677,0.988555671787,0.984984850103,0.987822477812,0.98804975319,0.987161436218,0.987580289471,0.988375081181,0.989379503034,0.987105350041,0.98804552261,0.987906905867,0.98454292801,0.985069097862,0.984509748571,0.987368563711,0.987282253843,0.986219484389
0.789473684211,0.97636361647,0.970543170135,0.977852785159,0.96990929506,0.962515028929,0.971265233434,0.968166528144,0.9722262777,0.970428861723,0.971840284266,0.971483369691,0.972341447283,0.969581688069,0.970211985686,0.960768211514,0.971476880029,0.970713786847,0.970902059108,0.974062001878,0.972344190337,0.974208722658,0.974490950192,0.971902298636,0.972265288121,0.969702130545,0.971531502103,0.972498422263,0.969233675918,0.969919642327,0.970522287794,0.965879356002,0.973029861754,0.972650481045,0.972494952576,0.967767045648,0.973584313507,0.975739356967,0.970887124005,0.971593591337,0.972711944215,0.966817403288
1.05263157895,0.951190849777,0.944282872912,0.946016823148,0.943732927206,0.939180809481,0.963395540353,0.950429914654,0.954647303138,0.951912698739,0.955999967731,0.948645741247,0.944605288907,0.953712682734,0.950183900106,0.940749238788,0.955230660143,0.954645103243,0.955250136618,0.954988317177,0.943721114681,0.946456016452,0.951920007105,0.953142168467,0.962443053181,0.952045516589,0.945151995339,0.953875343104,0.952919294724,0.949127649816,0.95197963825,0.947835488563,0.948769518059,0.955212038567,0.954668118917,0.953307933188,0.951635142582,0.954691773694,0.949223992815,0.946465028736,0.952784434756,0.950269538817
1.31578947368,0.921431290938,0.906377649494,0.921061365005,0.924312133479,0.914299733769,0.931926088291,0.925413157442,0.91466014097,0.924243113424,0.924854526527,0.921963198474,0.907120080346,0.914031109382,0.935163182699,0.940259402533,0.914325773492,0.91857140582,0.934244894344,0.916046931089,0.918439659625,0.922272865217,0.928553257405,0.936912287777,0.91738375664,0.920381485556,0.912812640788,0.925744647865,0.927108333272,0.905002887421,0.908172796856,0.93022931844,0.922313363458,0.927119073307,0.926959668378,0.92327478361,0.917419208673,0.92527798506,0.933966927072,0.927692645873,0.921327421679,0.91452103804
1.57894736842,0.886458948969,0.894153734094,0.900560048007,0.883947438848,0.91898444162,0.888946023989,0.884035966077,0.894308956482,0.901625752518,0.881560717595,0.87746576476,0.888968100278,0.914233093329,0.890349596716,0.879252105255,0.905214731091,0.879513742174,0.886454269208,0.89189747217,0.883575021776,0.88970387091,0.892412949057,0.881228123362,0.887662841213,0.904464037303,0.890325309874,0.872527273486,0.895648188688,0.897576032329,0.899909724068,0.896631621404,0.881508386104,0.887391869519,0.894823089214,0.894142572005,0.903071363952,0.896647693869,0.892317127044,0.858563358345,0.85604670679,0.907103974558
1.84210526316,0.864116764114,0.860481271057,0.880114540006,0.846796517686,0.818787072474,0.861740462772,0.849039397539,0.861354565967,0.84732311459,0.838353452581,0.858128624267,0.840049718969,0.872140808821,0.842479032423,0.831407443266,0.853068829866,0.838444777665,0.848950641422,0.844369107962,0.832102792288,0.852271667032,0.892164146133,0.846199945884,0.862284474827,0.848117262806,0.877203669498,0.853556183007,0.831960711039,0.851123675369,0.855211045992,0.839699200958,0.849803712582,0.859929092366,0.85031432403,0.882927743122,0.869860340842,0.863188146928,0.848294282716,0.860286850685,0.843233409731,0.846373372062
2.10526315789,0.816566009058,0.785230703639,0.813662905377,0.805285784766,0.812601854075,0.810207566769,0.804692782517,0.765066305582,0.853438874669,0.801345725793,0.830003410088,0.838301399317,0.825159721971,0.832787419425,0.799082764893,0.789126182781,0.810096312797,0.788713861329,0.816540816975,0.78956448605,0.811186294839,0.797883012553,0.828834555173,0.832284590643,0.805191063191,0.817362508031,0.777830475278,0.812074344332,0.788879181219,0.760939189434,0.824251806474,0.798277950414,0.783994303097,0.781749844512,0.789596307685,0.810213204388,0.83167349121,0.817519502448,0.784847718782,0.839188879585,0.795273538344
2.36842105263,0.761056429428,0.790212377965,0.77930120646,0.745297338001,0.768010628326,0.792431904029,0.76836180659,0.756785279435,0.744850865261,0.727612103926,0.774915352899,0.749998111218,0.734525946826,0.75820118628,0.765519311511,0.746750611139,0.784065966073,0.750059278891,0.735939689339,0.759185813762,0.712795122547,0.788345146408,0.687737237041,0.767282418751,0.800234350893,0.761490957215,0.739032559584,0.770932893995,0.802873077999,0.704121165887,0.789705619,0.786041939165,0.787123060233,0.79141607837,0.771469167576,0.76834591627,0.792462156234,0.794819501041,0.759251013218,0.729194555624,0.735851273623
