noise,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30,average_31,average_32,average_33,average_34,average_35,average_36,average_37,average_38,average_39,average_40
2.63157894737,0.65316199215,0.689496010557,0.725455577594,0.650505381239,0.740447085387,0.668152143402,0.726228273646,0.581697951188,0.715293191493,0.661616745472,0.711444181129,0.745414676356,0.715390031417,0.765161010181,0.709689116249,0.689919601508,0.727748282322,0.728776424407,0.721511753367,0.681853198687,0.657475106996,0.739209745395,0.717670008134,0.703725468953,0.68906765752,0.685249538208,0.751526107526,0.727609393596,0.663690413435,0.741190954204,0.698387719671,0.70698853348,0.75360549659,0.68909246494,0.738424754796,0.756621172766,0.653684350268,0.744375262206,0.708137627603,0.643768692771,0.697307046899
2.89473684211,0.577578216471,0.635335020512,0.600809056983,0.691166739875,0.615610889078,0.626690594568,0.682571080655,0.656622339029,0.604173012744,0.635982903822,0.629217884819,0.682706864202,0.681693385843,0.684238699859,0.688641884034,0.662236671131,0.668203070968,0.666556440384,0.645550548391,0.621263218596,0.582995884002,0.652987179676,0.661360218353,0.661127919668,0.623343153773,0.687743894202,0.699499923245,0.577903447769,0.650720908551,0.669093562138,0.669024858354,0.604959240478,0.705959460191,0.611896299662,0.680145922672,0.713200257131,0.673296988559,0.633179374862,0.69208522248,0.679269566925,0.722318952545
3.15789473684,0.524542503929,0.541994353531,0.566910710251,0.637391433709,0.653472699332,0.646221619198,0.505591927332,0.638893988272,0.584695470088,0.640418054446,0.496194785282,0.643240149711,0.451406761512,0.561522620624,0.564390971703,0.659029047267,0.616923177832,0.598802270151,0.508681500945,0.570164415256,0.581790538099,0.578213808228,0.627567861294,0.611190889086,0.663953285754,0.540877059698,0.590319886262,0.577988160443,0.636087744726,0.601801739749,0.547780173599,0.534154844187,0.5678859765,0.578947135545,0.633901055534,0.612961109462,0.619475939295,0.623656431547,0.615251898672,0.704736266099,0.568646286472
3.42105263158,0.544785920537,0.51501301635,0.574249367993,0.529998028597,0.464647971339,0.440883970438,0.529733114501,0.458911504516,0.448880620913,0.495150284528,0.568542267961,0.546425471207,0.594682853539,0.544009612878,0.522895556354,0.542541562293,0.61798195256,0.443232268555,0.437434823485,0.505138836486,0.593835955543,0.535656548752,0.518168721242,0.506783553286,0.578975305477,0.52244602467,0.528109447496,0.439726886873,0.497508210786,0.564567187274,0.473383381093,0.539958391089,0.514835851,0.571708305636,0.553607150138,0.541414908611,0.527866809338,0.522311332904,0.552607817617,0.570854910276,0.551745435499
3.68421052632,0.490867429916,0.407771107637,0.502057080608,0.522655461157,0.54346006186,0.392250926937,0.468957756363,0.466813956878,0.514360834038,0.486420422592,0.408189241723,0.343176790841,0.320655316109,0.380658749344,0.289115268559,0.467991988136,0.394719223673,0.476441497985,0.506176919202,0.35633115659,0.422150991454,0.489101448631,0.454441408131,0.530185097487,0.408702100825,0.431714843552,0.450975740196,0.454544509578,0.53873718297,0.448244995503,0.521080985749,0.566281053935,0.489652152361,0.533850572256,0.46823710112,0.453428768303,0.42553476524,0.422933447405,0.508957321913,0.407838168196,0.478751275803
3.94736842105,0.343703292293,0.444291728357,0.304326881314,0.374982216282,0.45950561435,0.49952746046,0.438846438122,0.395815185781,0.41473199331,0.477228594861,0.375439609005,0.492972551887,0.317533883154,0.295068152518,0.39691766923,0.361843274511,0.358401411277,0.35229522181,0.286739593902,0.411461724867,0.434533100188,0.549000292145,0.411808642952,0.382115674652,0.467775490781,0.503385917235,0.309943230273,0.497877543981,0.359851597217,0.42308545553,0.46070672961,0.40818252082,0.331214946281,0.29884161198,0.443440049303,0.422049189667,0.46826174768,0.372924549411,0.435300991044,0.45368594715,0.451631812588
4.21052631579,0.278121551831,0.320071949177,0.0636175417786,0.514725110488,0.19457808481,0.366357945594,0.206889207768,0.299587779816,0.0901959045632,0.491681234998,0.251016923602,0.373212067524,0.397351572405,0.364408975275,0.249930870204,0.198305516641,0.0828437157969,0.409709465225,0.297644052446,0.258968732972,0.458827796481,0.256502855667,0.412737288338,0.314941053953,0.229680833633,0.354960510988,0.382645783189,0.322868484389,0.249239284482,0.238799362355,0.422048863424,0.0849443583831,0.369834065859,0.155325881534,0.261752596906,0.354436859633,0.28229616424,0.400342084646,0.337598689908,0.405507872654,0.485746673965
4.47368421053,0.229195764422,0.226990631452,0.324703052834,0.213145273472,0.24585928351,0.286170182602,0.186024691551,0.333685282503,0.234367146722,0.108665161678,0.330372289454,0.314716767832,0.13996231839,0.341469491538,0.16084659686,0.218818623606,0.157646759707,0.267409536355,0.294393494004,0.27102608262,0.141657974995,0.0780896201395,0.307046290647,0.348828879572,0.294841402757,0.0972774019818,0.274017403237,0.199468754619,0.326854536718,0.202800799738,0.19084724999,0.18633518348,0.297250830637,0.249281204599,0.203239321714,0.201845443632,0.212676920738,0.155314013849,0.369934119715,0.164255447176,0.195419673333
4.73684210526,0.233129043205,0.157432239167,0.168959386383,0.137614509259,0.178705617588,0.176379855221,0.0802142245585,0.210405245243,0.13020189175,0.132740303351,0.198401984215,0.059894457372,0.0686622108493,0.125655767294,0.200691001315,0.275882386708,0.169144326574,0.125063196769,0.285585840778,0.229375145227,0.0514907340786,0.220171077818,0.155123372609,0.220259938421,0.170551096242,0.133145958664,0.347930856794,0.131880605403,0.19908546929,0.208301702373,0.213181592006,0.0728383213685,0.175370881809,0.183440060649,0.298852355331,0.132425297679,0.135655623778,0.258796363291,0.125250121041,0.244343602017,0.0309618862584
5.0,0.25830611823,0.223743627028,0.166856322389,0.135668209542,0.0743326171771,0.264893249265,0.105159937218,0.128135683631,0.183640941521,0.219460336118,0.143137151488,0.352122401395,0.248981181156,0.0907200195702,0.144794758674,0.166779098251,0.238320875963,0.168106796763,0.268838331141,0.0573242713782,0.0534095284456,0.20485866205,0.0875336382844,0.094285266349,0.335875165096,0.19973730075,0.178863517334,0.216100847869,0.191626090355,0.258193376559,0.176053408,0.252306999958,0.0139498495242,0.158614839339,0.0521948554328,0.130432737107,0.0543132824363,0.257816405629,0.196325324652,0.166046779178,0.349014131678
