noise,averages,number of averages
0.0,0.9999999999995137,104
0.2631578947368421,0.9969428191346578,104
0.5263157894736842,0.9878351183770894,104
0.7894736842105263,0.9725631688071004,104
1.0526315789473684,0.9526222647881365,104
1.3157894736842104,0.9288260677697041,104
1.5789473684210527,0.8931732847566562,104
1.8421052631578947,0.8621171570698793,104
2.1052631578947367,0.8154198113725396,104
2.3684210526315788,0.7813072907864353,104
2.631578947368421,0.7167045489932115,104
2.894736842105263,0.6789047968332239,104
3.1578947368421053,0.6124557245930718,104
3.4210526315789473,0.5428588141106461,104
3.6842105263157894,0.4943192250837979,104
3.9473684210526314,0.4507047028298056,104
4.2105263157894735,0.35495476795082054,104
4.473684210526316,0.2782194926377108,104
4.7368421052631575,0.2504531040888362,104
5.0,0.18868523097088938,104
