noise,averages,number of averages
0.0,1.0,40
0.2631578947368421,0.9970362990454795,40
0.5263157894736842,0.9878128805134807,40
0.7894736842105263,0.97395202846419,40
1.0526315789473684,0.9508676908952202,40
1.3157894736842104,0.9218738637653914,40
1.5789473684210527,0.8940680057708444,40
1.8421052631578947,0.8586862568015199,40
2.1052631578947367,0.8097207870164805,40
2.3684210526315788,0.7675645947219834,40
2.631578947368421,0.7270981880731148,40
2.894736842105263,0.6691859099366065,40
3.1578947368421053,0.6207541462497248,40
3.4210526315789473,0.5527226902490286,40
3.6842105263157894,0.4743893149250801,40
3.9473684210526314,0.4253333014832677,40
4.2105263157894735,0.36317751964439815,40
4.473684210526316,0.27323624884770753,40
4.7368421052631575,0.22954945772574348,40
5.0,0.2238297462154823,40
