noise,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30,average_31,average_32,average_33,average_34,average_35,average_36,average_37,average_38,average_39,average_40,average_41,average_42,average_43,average_44,average_45,average_46,average_47,average_48,average_49,average_50,average_51,average_52,average_53,average_54,average_55,average_56,average_57,average_58,average_59,average_60,average_61,average_62,average_63,average_64,average_65,average_66,average_67,average_68,average_69,average_70,average_71,average_72,average_73,average_74,average_75,average_76,average_77,average_78,average_79,average_80,average_81,average_82,average_83,average_84,average_85,average_86,average_87,average_88,average_89,average_90,average_91,average_92,average_93,average_94,average_95,average_96,average_97,average_98,average_99,average_100
0.0,0.9999999998726046,0.999999999362306,0.9999999998043578,0.9999999999806518,0.9999999999624782,0.9999999998138356,0.9999999999877416,0.9999999999902868,0.9999999994735548,0.9999999998995116,0.9999999991074088,0.9999999998525196,0.9999999993733724,0.9999999963994706,0.9999999994653912,0.9999999999137328,0.9999999999647446,0.9999999999889037,0.9999999997700892,0.9999999999139142,0.9999999998895456,0.9999999999033214,0.9999999973052528,0.9999999987801026,0.9999999999789106,0.9999999999064524,0.999999999742549,0.9999999996182112,0.9999999999141777,0.9999999999036608,0.999999999993442,0.999999999975928,0.9999999997544452,0.9999999998762504,0.9999999999790442,0.9999999999494196,0.9999999996016126,0.9999999995976908,0.999999999256805,0.9999999972770262,0.9999999999718756,0.9999999998985178,0.999999999972642,0.9999999998487796,0.9999999999307434,0.999999999621342,0.9999999999849036,0.999999999992646,0.9999999999297388,0.9999999990101388,0.9999999999518141,0.99999999999124,0.9999999999183816,0.9999999999770116,0.9999999997916874,0.999999999990524,0.999999999979312,0.9999999999672202,0.999999999926208,0.9999999999086748,0.9999999999891148,0.9999999979898077,0.9999999999465606,0.9999999999622676,0.9999999999530644,0.9999999999462702,0.9999999999791318,0.9999999999887168,0.9999999993372156,0.999999999973052,0.9999999994533776,0.9999999998306474,0.9999999992551872,0.9999999999474426,0.9999999999593704,0.9999999999717188,0.9999999999898376,0.9999999999183063,0.9999999999631788,0.9999999999261991,0.9999999999941652,0.999999999984486,0.9999999997783412,0.9999999994680188,0.9999999995947776,0.999999999651572,0.9999999999634328,0.9999999999642708,0.9999999924174192,0.999999999836729,0.9999999992062087,0.9999999998930708,0.9999999999763308,0.99999999983508,0.9999999997792256,0.9999999998945523,0.9999999999197452,0.9999999999912874,0.9999999998249862,0.9999999994449812,0.9999999999723898
0.2631578947368421,0.9969988117908134,0.9970718356981358,0.9969059048816741,0.9969565304697864,0.9964107385756472,0.9971434699113392,0.9968896425549152,0.9966517335168236,0.9966294967795608,0.9965947579829448,0.9972151961356082,0.9971809105804412,0.9969364705706592,0.9968859232170394,0.9970923550912688,0.9967558906215253,0.997288251171625,0.99683273339403,0.9965290118571564,0.9964585720346024,0.9974015065079258,0.9974414392629491,0.9976020013097958,0.9969196116088646,0.9968034614759681,0.9970670220126904,0.9968750112465464,0.9967509989964148,0.9964179621972064,0.9970522660023748,0.9968518836281328,0.9964708046729854,0.997050712984862,0.9971312632589624,0.997644806688708,0.996769797288262,0.9972446253831541,0.9969792717049256,0.9966916548008428,0.9973554865514354,0.9966227363485484,0.9970563302017976,0.9970911288913396,0.9970381412187614,0.9965951105241256,0.997003814349378,0.9970345399394324,0.9966674133607774,0.9966745604819064,0.9972893194990844,0.996766210225546,0.9968513524894954,0.9973564665219592,0.9969030812777044,0.9970132287632564,0.9968679773299242,0.9971895514118292,0.9968670146150642,0.997514935475984,0.9966121393713672,0.996642591124626,0.9971164401536844,0.9970483391991686,0.9971793129218066,0.9972357017783864,0.9971405107527403,0.996991618696155,0.9969308188400844,0.9970213289253064,0.996882043718576,0.9967213226514584,0.9970880484605964,0.996605294741884,0.997045077498973,0.9971793201122532,0.9968231637953532,0.9965827073650662,0.9969022874276264,0.9970868896606018,0.9973009926932458,0.9973494786431356,0.9971808861942468,0.9970076817690612,0.9971295807410552,0.9969859960622388,0.9967706763360707,0.9972584332774554,0.996563282029354,0.9969234604777624,0.9973372323623384,0.9968003349812344,0.9972270964443328,0.9966479271143324,0.9967837698237608,0.9971084586717543,0.9974338427273493,0.9968294887508928,0.997031338053933,0.9967814983952824,0.9968853199563176,0.9970695079395482
0.5263157894736842,0.987552986368652,0.9882088187829136,0.9874969205672768,0.9863874017541042,0.9886417556856596,0.9875105077655046,0.9863277837730092,0.9906886598244276,0.9874553847680426,0.9878422906576582,0.9899188129009956,0.9859012667975028,0.9875398157347992,0.9856816149401408,0.9860380442390324,0.9859780780670564,0.9894060445733384,0.9877010054849324,0.9872751426478172,0.986554087907902,0.988415177857298,0.9879557462788956,0.9899480949421624,0.98853104096681,0.9887808651629376,0.9868748039203884,0.9876075654853952,0.9869682236856676,0.9868415043538876,0.9877869770955884,0.9883085355723444,0.9872624503792656,0.9866879026820176,0.9869731892182738,0.9870667595835172,0.9871421546475232,0.9872403045867808,0.9892456509318224,0.9873630296854544,0.9880159087969038,0.9895239944376706,0.9856287667702436,0.988592605182642,0.9882436927753804,0.98678227395229,0.9886148895535304,0.988675294328402,0.9891746807826798,0.9866587717156372,0.98902239282204,0.9882340662749188,0.9861668579416414,0.9884993496137544,0.9865216263052258,0.9868702681795698,0.9880489738057816,0.9892817238981021,0.9877264834631224,0.9888847713940812,0.9887813641497654,0.9873797632468524,0.9882189532387126,0.988514512515457,0.9890066541997374,0.9879797000761108,0.9882160264002224,0.9854197110114216,0.9860544482774882,0.9879979926640988,0.9878929857579009,0.989877624574956,0.9880639854027784,0.9877517605648992,0.9888981034154788,0.9892318283947747,0.9856993170726608,0.9903287105798626,0.9903310359545374,0.9883169409118856,0.9873823753813464,0.9881931499870148,0.9857593611342218,0.9881154497467922,0.984823415401064,0.9875076468469868,0.9898074584891868,0.9869900031853992,0.9878741072676632,0.9874431648864872,0.9874228308772656,0.9891107128823724,0.9862721699432946,0.9866659869489705,0.9887640654912824,0.9881218982035443,0.9905189322455558,0.9892493266327296,0.9880631383629088,0.9859911086896828,0.9894363602712206,0.9893951568050152
0.7894736842105263,0.9703876255290741,0.9731936949961038,0.9707563139999096,0.9718388585530556,0.9746647252380564,0.9714278589836568,0.9735847704406008,0.970634327036916,0.9711464799204608,0.9736524477057936,0.9724569538198384,0.9749747409371928,0.9770437287797246,0.971946922678586,0.9703043203106716,0.9689292615851588,0.9748372960588082,0.9696763191761908,0.9716160454635756,0.972439947032408,0.9795820413557398,0.9773933130739172,0.9738333032887097,0.9779784213163766,0.9772102944230148,0.9711789168560824,0.971698301968446,0.9717643232544684,0.9737114102284734,0.9710831158406406,0.9732223577700324,0.9719937212516494,0.9738427992074348,0.9715921006210446,0.9695536182638405,0.97593007747882,0.9786494764865636,0.9751217338595392,0.9733552583952476,0.9719782835853272,0.9734840849807459,0.9713591812475068,0.9738804574665,0.9758823511097856,0.9734162227796234,0.9716368024298854,0.9785686202758024,0.9757048555014959,0.9735866152393904,0.9745109898560388,0.972507294959466,0.9747183755203964,0.9781357317877746,0.978747263720582,0.9710702391977356,0.9703370377966722,0.9740773323752898,0.9727107445132468,0.9718866274726734,0.9712660047388249,0.9717967156891776,0.9746815368880408,0.9700022790960892,0.9735690913703352,0.9771497701800296,0.9722301912158298,0.9730952771192518,0.9708355563417091,0.9681735285029364,0.9754200511122062,0.9706558019075684,0.9712356333999784,0.9754131436943241,0.9758948479151348,0.971743618213578,0.9707566999768844,0.9767286231489574,0.976528164169602,0.9731766422834798,0.971149034553766,0.9726795897750948,0.9719424948733222,0.9702979798415046,0.974239990720596,0.9715944475453316,0.9758175824872112,0.9745205081449172,0.9706951794558568,0.9695881284418562,0.9730674016705824,0.9729340176643264,0.9744732234939364,0.9702488800654966,0.9697560651691046,0.9690931349999408,0.971965134800418,0.9712822070309748,0.975734919452466,0.9712986625537336,0.9690833881273146,0.9759710616157786
1.0526315789473684,0.944548445270926,0.9461253303449711,0.956338433360865,0.9449314017006408,0.944547787208176,0.9473479619794264,0.9606031605150128,0.9563543427928116,0.9450952971172668,0.9478705536518238,0.9591886549291342,0.9469119150998596,0.9519047561249572,0.9598026451364142,0.951112841233518,0.9543591946197816,0.9444227737708976,0.9552177801454024,0.9464097261310256,0.951152901445416,0.9531532171090508,0.9492022553751084,0.9528229382310937,0.9557603123885928,0.9485230462293842,0.9431808530498748,0.950868808317569,0.9542352967525868,0.9562719687693592,0.9574742284579176,0.9467193404723232,0.9449711141629652,0.9535532908407336,0.9500966904914556,0.9522077887614387,0.9554948392181584,0.953928613677422,0.9491202770930284,0.9461868340081762,0.9490500743837692,0.9588356643744588,0.9488184668494206,0.9597498155374236,0.9459900476761928,0.9592239896038018,0.9591241543837457,0.9529820760231164,0.9591441084008072,0.9604553751282636,0.9538949156416248,0.9475996861964466,0.9566012860888616,0.9559059010963198,0.9460610770751948,0.9523350359887996,0.9554094959750404,0.9514127469570348,0.9492516789999624,0.9477731653302192,0.9500213160621194,0.9474363696866166,0.9462637525170448,0.9453750907114872,0.9465645967078404,0.9569894094865146,0.9561858921460942,0.9415111014671452,0.9471428858346541,0.9547503424550682,0.9512574321638972,0.9588251970895728,0.9518542464642924,0.9535189927467574,0.9565533928302687,0.9543603133459676,0.9548276242285432,0.9504941274295872,0.9518396811730028,0.9637580694785584,0.9572595136068844,0.9596994585409264,0.9498773865445688,0.9535383916105789,0.9530211959021602,0.9511012981975528,0.9569070554846728,0.9544830096577264,0.9546727097351554,0.9498187513732768,0.9579048980747248,0.9589159805549812,0.9441595131566968,0.948408984041154,0.9555565976595896,0.9491936918247827,0.9545712937415696,0.9591229995769599,0.9548439619865096,0.9568342623014604,0.9497957064893884,0.9509176948118663
1.3157894736842104,0.9206649080416058,0.937297738233712,0.9253506902691178,0.9290295660337722,0.9192983858173812,0.9132956755728052,0.9404023901473364,0.9242130927692822,0.9253191812291311,0.9192866252355988,0.9305219569293159,0.9322114502313856,0.9186260178342884,0.9325143916017165,0.9179221979691636,0.923605306037458,0.9255697123436848,0.9314661875281016,0.9218682627468966,0.92523853626221,0.9298069654952305,0.9202296165289442,0.9236400563536264,0.9332311719951966,0.9227032476687156,0.9254275141897056,0.9140023114948864,0.9340977541285715,0.9231124319920972,0.9272602277063396,0.9274102997964068,0.9292963816575848,0.9280259201049152,0.9308618060713552,0.925840932716572,0.9352377283708452,0.9217961371767932,0.9356356747645148,0.9262584241006572,0.9293498133647372,0.9241400170136668,0.9316003806454078,0.9134865953162956,0.9201012173240016,0.9312140801494456,0.9169728624649636,0.9228576213391092,0.9244231904681496,0.9206405740580896,0.9249591766764956,0.9276734165004366,0.9120818206585832,0.9061118603145176,0.9214302004039212,0.9301037277103312,0.9286902388611922,0.9322559739808396,0.9256795120133332,0.9264916507112072,0.9294643015597116,0.9173967463459354,0.9300078170412412,0.9214558800960838,0.9175935385292652,0.9197652259025316,0.9259641471775196,0.9182643669703776,0.916743472124016,0.9299597526964964,0.9314322221365884,0.9204320915637764,0.9250704950363254,0.9250388252934036,0.916497715983244,0.9214225637977012,0.9343254642322878,0.9225067168480806,0.9225516253181212,0.9267999886753568,0.9221353068966428,0.9194946751985946,0.9313889217969848,0.9305342853851178,0.9195788040135836,0.9248750221845786,0.9334258701948978,0.9317059734361796,0.9325719836277924,0.9314881910694842,0.9250515548087308,0.9340236119549172,0.9307234728087126,0.9210884435540152,0.9380343657348472,0.9325906055562304,0.9198865014252438,0.9340621347549538,0.9294941828477186,0.9255613444280208,0.9267074088638014,0.9224408464544726
1.5789473684210529,0.9038696799722876,0.8825848878615578,0.8858735092754725,0.8875659293341202,0.9009963060374926,0.8959776521936466,0.8884455225723178,0.8859763652550939,0.8834640155697931,0.8852394154768141,0.9029927930840208,0.8937191622756784,0.8821996863983549,0.9049834365484132,0.892705738464735,0.8915697993123124,0.8837022550513783,0.8875094399704567,0.886337680760811,0.8906658617686628,0.8867887590135752,0.8960515054792455,0.8924582456779717,0.8743301950395583,0.8980102565443371,0.8889077760237285,0.8857255610545268,0.90307407030925,0.9017136308005804,0.9165350091932184,0.8949798099486685,0.9141409277910616,0.9042957551290705,0.8920448093168779,0.8945777569041846,0.9085591227674108,0.8946765505491512,0.8998915587221492,0.8945070087859421,0.904844196209706,0.9035980715352958,0.8924313971765071,0.906687034497646,0.9012390927764036,0.8925104612229406,0.8956569043668052,0.8970272843761026,0.9168676730377412,0.906490861251972,0.8869597735615558,0.8693785952224391,0.8908130519625236,0.8846599282802061,0.8947218891410224,0.8928137989507858,0.8892588962101522,0.8967098205268726,0.8966399016155014,0.8849404863859199,0.9151747238999092,0.894170125203438,0.8980069352729418,0.8751900969509219,0.9046400943625744,0.9003955716434384,0.8931157584824979,0.9011385195825976,0.8907912328283155,0.887569492873417,0.8899210579280572,0.8893330204352342,0.8800872496077174,0.903785403457802,0.8773634549130606,0.9090534726074544,0.8950263664884351,0.8942990731796683,0.8814502560453442,0.9072101667945692,0.9023300344775764,0.9068791290217642,0.9065677806877036,0.9035317986495818,0.8937095858868708,0.8929407761857618,0.8923538285634658,0.891356132976312,0.9069305482885606,0.8946056342598516,0.8861853362329957,0.8882235836562544,0.8884883885217145,0.8970424883464707,0.8854635178186522,0.8928165749812003,0.8669354425931628,0.8906301557431431,0.9001595431376432,0.9036842531579159,0.9145068081561316,0.9032803076911704
1.8421052631578947,0.8651476766023585,0.8615759321038268,0.8744119494897163,0.8609522720254964,0.8540818655095799,0.8652231227664313,0.8792511042134251,0.8725633827260337,0.8681610460411491,0.8479078246870557,0.8469693568633532,0.8515120179876958,0.8596409123044089,0.8636571848486101,0.8662078290199432,0.8483036489748539,0.8760001586898092,0.8556369640632213,0.8535506390108275,0.8407519862541938,0.8637841084058251,0.8669284320460579,0.8612152059570475,0.8505045021505968,0.8479467785614114,0.8758174899401319,0.8570253254666892,0.8840368774052187,0.8751454094894042,0.8474085285620522,0.8741013299517415,0.8463973544441429,0.8380966898758475,0.8765402768782938,0.8529380175386247,0.8452933362707683,0.8649146603392599,0.8576035166367021,0.8698431655136724,0.8731967592696339,0.8616094795928305,0.8649605235849279,0.8537005634804395,0.8665555802846674,0.8755356821322089,0.8658535095910305,0.8718990110526639,0.8654888643920291,0.8650517956511321,0.8598241303558019,0.8600624095454331,0.8628965846062111,0.8577376853974075,0.8570956660263079,0.8540611243044369,0.8754095061246805,0.8555089994074326,0.8747728779211755,0.8493951424587287,0.8793478830086624,0.8307988837247537,0.8485257962866171,0.8564301679844228,0.8684277850990972,0.8542736580174092,0.8543884739276199,0.8514272892960678,0.8464063040296277,0.8616018606432587,0.8514097671140259,0.8611934158816691,0.8576766651706255,0.8285403945799346,0.8787290014236954,0.875352498198981,0.8435885211546659,0.8475262496512708,0.8784696553016949,0.8646061703697854,0.8668950839986151,0.8452499033150117,0.8553335377049559,0.8523617244938528,0.8460038059446845,0.8536903192548624,0.8568419994524913,0.8845520951526494,0.8498134702410817,0.8486492180291021,0.8354659718453317,0.8815130206490326,0.8569629319240797,0.8461476114594316,0.8464400015306156,0.877349742822299,0.8616814950520614,0.8611818485336991,0.8686702117785906,0.8388929202579786,0.8494999928822374,0.8637650209402546
2.1052631578947367,0.8240318914233214,0.7942695915042609,0.8073763711970872,0.8222243339248401,0.7844748257064853,0.7996162646549445,0.8133166062707751,0.8481990730716941,0.8006546263070522,0.8416434022927121,0.8398823684840139,0.8060234911498028,0.8285012813823608,0.8326535261843824,0.8384519078792528,0.7938604401198486,0.7921423327285283,0.8404710837327415,0.8645834083353718,0.8238804568657999,0.8194714029754482,0.7946252911133329,0.8297928467740481,0.8099907465506249,0.8240121277508996,0.8110559406364595,0.8103483328394989,0.8156855290653349,0.8071928322861353,0.7967643957588229,0.8201491546970561,0.8664721403554424,0.8038372506879883,0.8109332178607741,0.8424012561003957,0.7925843032858335,0.8127070354587007,0.8262391995234971,0.8346938662091414,0.795566339088109,0.8070561476080529,0.8273179180190715,0.8118052592955899,0.8287144707842942,0.8025306226297144,0.8146322299955959,0.8076171947086481,0.8359662427108243,0.8259372465188209,0.8221076854094922,0.7991211870567363,0.8225971202107463,0.8161200870108856,0.7926442434472043,0.813749868476987,0.8159643614702097,0.8246091349441672,0.8518373156760748,0.8213311864091921,0.8200751793874805,0.8337571521777659,0.8117559269362105,0.7981314379391121,0.7966924021773991,0.8365118710376365,0.8380201158935249,0.8221784421374911,0.8109014980296062,0.8289808788134438,0.8163504770050253,0.8180356209687064,0.8254510720244389,0.8382604585493074,0.8351600172093502,0.8573782395214832,0.8106694002756666,0.818871261592296,0.7914511231989694,0.8037847011169976,0.8142984187692476,0.8164103517651553,0.8412182988634535,0.8094396655085934,0.8535260128413227,0.7806870618420292,0.8222547434753775,0.83146777345422,0.8179526568705561,0.8308757125862272,0.8033349032435606,0.7908907187524905,0.801304107734328,0.8044766492197838,0.8270090517351856,0.8343249856986792,0.8207670272283967,0.8298030628805327,0.8353461746746954,0.8151587340910166,0.8083343439392654,0.8136940222964393
2.3684210526315788,0.7677545435879474,0.797491327361348,0.8081540533038709,0.7416125893423633,0.7794901648339502,0.7645335620754871,0.7852374995738057,0.7622534755892784,0.8094922434508283,0.7492960687993553,0.7512242391986597,0.7833812236740171,0.7750381433322308,0.7820802145277278,0.8002622436503429,0.7614065065493237,0.7838668795619408,0.8045843893809033,0.8119734956146978,0.7506702651013177,0.7939987076844559,0.7645049340660504,0.7693945376009803,0.7692396049387791,0.7862813830725569,0.7852514187584179,0.8192422422614831,0.7658780659088564,0.7820833231086981,0.7747966375990254,0.7531354273829731,0.7415975873759721,0.7412756297422716,0.7379744028271334,0.7719553922748379,0.733812890649153,0.7886910025834197,0.7809486626232715,0.7937271348397724,0.7596251729965419,0.7468958998506178,0.7408873321948682,0.7657269571233734,0.7727883631821889,0.7887946874897271,0.7855158128491513,0.7788344930219279,0.7751982410751159,0.7519816470068856,0.773115048562868,0.7703278769493253,0.7432193813904908,0.7768245375398153,0.7988739329817169,0.8001689257276587,0.7585400331100295,0.7917233964829079,0.7904235060871877,0.7724357308777196,0.7617288394552433,0.7991887231026663,0.7550025858745039,0.7597481018015224,0.7635518167271322,0.7894421552738913,0.7942397368443833,0.7817398708396001,0.7963234586300745,0.7491718261970641,0.7708766245586082,0.7761495397440012,0.7768124847143454,0.7272890560518861,0.7463297028117306,0.7737538633496779,0.7670220299255691,0.7521841460231011,0.7924282913152129,0.7928908525684549,0.8024320379114416,0.7822415568025582,0.7737581484480816,0.7755834810737624,0.7757208178470649,0.7783757012619615,0.7611313833082649,0.7622223679375149,0.7626178231239615,0.759773054316763,0.7876935197581745,0.7664746222437039,0.7610180050149398,0.8032158422970197,0.7816398416218121,0.7631480385946827,0.8075583357123324,0.749308465797765,0.7399831333282039,0.7556586006600017,0.7594165434638163,0.7599139336016321
