noise,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30
0.0,1.0000000000000004,0.999999999999999,1.0,1.0000000000000009,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000009,1.0000000000000004,0.9999999999999988,0.9999999999999982,1.0,1.0000000000000009,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0000000000000009,0.9999999999999988,1.0000000000000009,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.000000000000001,1.0000000000000009,1.0000000000000009,1.0000000000000002,1.0,1.0
0.2631578947368421,0.9961317865714436,0.9966650687365006,0.997098808647828,0.9965079655236272,0.9962716272020752,0.9971683137530444,0.9968340261899642,0.9971526827321782,0.9964057774383104,0.9970511234982958,0.9968816431866871,0.9968444814817286,0.9964885834345222,0.9972100322732108,0.9963861618163232,0.9967616672671352,0.9967392519158578,0.9967745740319158,0.9966057258016128,0.9972790349026999,0.9965511368488048,0.9969592059533324,0.9961736742176872,0.9970485686129684,0.9963773547768984,0.9966146970108708,0.9967183129687762,0.996841477079962,0.997231229077672,0.9965180156185526,0.996677707120635
0.5263157894736842,0.9872763352912004,0.9858316404060752,0.9855989427587032,0.9874301543771594,0.9885049303362042,0.9856039504054626,0.9875536076997206,0.987332909770244,0.9884990617800601,0.986240922220701,0.9879989358703766,0.9877246730465568,0.9877572653914148,0.9873074984182074,0.9877592504356164,0.9874827712311464,0.9864834358935756,0.9842216411034156,0.9885311007092221,0.986651092443473,0.9879523238475536,0.9860984612809158,0.988390476443232,0.9889446143061806,0.9875789676487864,0.9841181755566618,0.9867179704409004,0.9851541747978844,0.9870570933352492,0.988590701691639,0.9839926145185873
0.7894736842105263,0.9742733534874622,0.9748834953473888,0.9668314176512492,0.9737656166135044,0.9699488889694076,0.9704706285890132,0.9664519896889774,0.9747639937332008,0.968000629242828,0.9761959643560476,0.9706591470612242,0.968351036536986,0.9708628386981089,0.9735475577901828,0.9746632550584876,0.9679333365990276,0.9749425882759198,0.9721574895896344,0.9718531650303182,0.9759027161566324,0.9678893402318708,0.9657025932105974,0.9674517913311912,0.9701652764971916,0.9732215109348764,0.970953440906946,0.9735331550710786,0.9695704321023608,0.9678883381490752,0.9751877406990068,0.9714172414254385
1.0526315789473684,0.9489949319139864,0.9502373958196766,0.946681384282542,0.9454342381317518,0.9480672964233592,0.95164449900794,0.9594014501734917,0.9409957025368773,0.9427070152174766,0.9479260961904588,0.9479508947278108,0.954264575607898,0.9510775191135712,0.9634877324649308,0.9490000738700776,0.9482571818663008,0.9482484056592114,0.946248301982406,0.9496981309519006,0.9472008536313692,0.9544787350971784,0.9511040172079324,0.9375661609383472,0.9521061967767336,0.9409033169660084,0.937586248702564,0.9442038746276,0.9488077202813378,0.9533250847648884,0.9470929775320474,0.9427722837775616
1.3157894736842104,0.9098270397890352,0.924663758261575,0.9251686041991648,0.9077528189995836,0.9067364804865664,0.9222055480977582,0.9108969524237835,0.9205203161618208,0.9228053151507098,0.9027012411811306,0.9120413531631016,0.9201671609488924,0.9240323101096592,0.920863516406712,0.9263389350548086,0.9117342877271762,0.9306748709079432,0.9288796392536606,0.9152451275269308,0.9259904926346249,0.9207666385043344,0.9158704533784484,0.9223012027489952,0.9190941475661144,0.921863551952939,0.9151319979839956,0.9221648203321302,0.9044328293774282,0.9167338440379,0.9138445970325187,0.9306024868712423
1.5789473684210529,0.8858703524070413,0.8910108394696128,0.8779965602106078,0.8835597842354096,0.8864185415285561,0.8905299166734176,0.891182408307005,0.8702138412165026,0.8845861765104301,0.8855451427006772,0.8839034123228178,0.8952272748817718,0.8944491053703495,0.8828320802567675,0.9002583975581232,0.8758583949534056,0.8997233267648733,0.8598364634173065,0.9028680169264988,0.8977518666791813,0.9020464117815199,0.8921723740172885,0.8929186608772932,0.8847379138812598,0.8925690502218471,0.8735789240144686,0.8838294098733425,0.8768276497753009,0.8845882357218872,0.8996061746889528,0.8623863019154889
1.8421052631578947,0.8474904134718937,0.8359820409132068,0.8400020226695694,0.8579959643015259,0.8488924623055736,0.8644085057910961,0.8381103183510057,0.8532220793433241,0.8664984629536461,0.8513216069687758,0.8754281861315699,0.8575049119048623,0.8603940082723547,0.8385326232279904,0.830793572475333,0.8229198456501318,0.8565897574430146,0.8632115160145942,0.8389041491099554,0.8418113430947806,0.8594976644695279,0.8556851194070467,0.8574055237751333,0.8581282656059955,0.8647573770215058,0.8086711210681643,0.8408873684557886,0.8578311329425006,0.8593750595243943,0.8488667572600334,0.8770599723323637
2.1052631578947367,0.8043071895007765,0.7947274959598888,0.781600371978119,0.8166481361825811,0.8035150500448319,0.8047004542765874,0.8448961893919968,0.8398574330074509,0.8065119557675122,0.8067167833288593,0.8204097452458039,0.7866019184690796,0.7571074236698738,0.795095508454251,0.7821841446384141,0.7957051662652411,0.8222609405343788,0.8280735475059201,0.7900720383798119,0.8330353399976809,0.8062675785722005,0.8107788104531392,0.7900758643117176,0.8085388727219534,0.7984009272182738,0.7915544814287715,0.8286399478616584,0.7991940380177662,0.7532887396825706,0.7900509109571731,0.8031812521704307
2.3684210526315788,0.7988608296792057,0.7570205632008776,0.7345967225156054,0.7350308027452553,0.7435923200640245,0.7130654754285163,0.6906585716022641,0.7697719878404257,0.7334408051877161,0.7265132816199346,0.7401794527392296,0.7529274838229383,0.75201463856411,0.7474199489016806,0.7787849782470191,0.78106760385508,0.7538219956015401,0.7005607403657854,0.7783169976228358,0.7211139335996553,0.7301350807758497,0.7665535097125694,0.7098605447190935,0.7562883464726996,0.7363841808129069,0.7385848961860106,0.7691848328728362,0.7128876151213864,0.7242178778195526,0.7022747145464763,0.6968320561732322
