,angle,fitness,inner rad,outer rad,spikes
0,2.58260678727,5.36793937348,0.761215191823,1.0,11
1,0.307859554885,5.85286655614,0.761215191823,1.0,7
2,0.309786073674,5.91771852624,0.761215191823,1.0,7
3,0.309786073674,5.77695663792,0.761215191823,1.0,6
4,0.307859554885,6.02662183139,0.761215191823,1.0,7
5,0.309786073674,5.98437826817,0.761215191823,1.0,7
6,0.307859554885,5.82453063263,0.761215191823,1.0,11
7,0.309786073674,5.25916894804,0.761215191823,1.0,11
8,0.309786073674,5.99041034141,0.761215191823,1.0,7
9,0.309786073674,5.93668546285,0.761215191823,1.0,7
10,0.309786073674,5.93413294473,0.761215191823,1.0,7
11,0.309786073674,5.7563410006,0.761215191823,1.0,6
12,0.307859554885,5.66863736938,0.761215191823,1.0,11
13,0.307859554885,5.80816769608,0.761215191823,1.0,7
14,0.309786073674,5.61705194463,0.761215191823,1.0,11
15,0.307859554885,5.69137353615,0.761215191823,1.0,6
16,0.309786073674,6.01929244133,0.761215191823,1.0,7
17,0.309786073674,5.61146152779,0.761215191823,1.0,11
18,0.309786073674,5.50109391964,0.761215191823,1.0,11
19,0.309786073674,5.80022466236,0.761215191823,1.0,11
20,0.309786073674,5.46964513867,0.761215191823,1.0,11
21,0.307859554885,5.6386687883,0.761215191823,1.0,6
22,0.309786073674,5.56275776046,0.761215191823,1.0,11
23,0.307859554885,5.90514633631,0.761215191823,1.0,6
24,0.309786073674,5.2622163711,0.761215191823,1.0,11
25,2.58260678727,5.7250540147,0.761215191823,1.0,11
26,0.307859554885,6.04963607754,0.761215191823,1.0,7
27,0.309786073674,5.66951918024,0.761215191823,1.0,7
28,0.309786073674,5.50509956526,0.761215191823,1.0,11
29,0.309786073674,5.80514056468,0.761215191823,1.0,7
