noise,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30
0.0,17.188499999999998,16.693999999999996,17.373000000000005,17.2025,17.584999999999994,18.2425,17.7795,17.094499999999993,18.620500000000007,16.789,17.400000000000006,17.397000000000006,17.153500000000005,18.343499999999995,16.9865,17.692999999999994,17.048000000000002,17.547000000000004,17.741,17.824499999999993,16.239,16.4975,17.4395,17.152500000000007,18.2435,19.9925,17.785500000000006,16.858999999999995,18.303500000000003,17.049,17.355999999999995
0.2631578947368421,17.225,16.663999999999998,16.929500000000004,16.558999999999994,18.023,18.597,16.7175,17.578,17.374499999999998,17.2975,17.7355,18.574000000000005,17.934,18.7475,17.242500000000003,18.498,16.346,17.4235,18.347,19.326000000000004,17.042,17.248,16.871000000000002,17.025000000000002,15.615999999999996,18.337500000000006,16.831500000000002,16.7735,17.297499999999996,16.809,17.175499999999996
0.5263157894736842,16.7075,17.098,20.4115,17.0585,17.936500000000006,18.833,18.8265,17.1995,17.533,17.926000000000005,17.406000000000002,20.177,17.552,17.3765,17.15,17.6815,17.237000000000002,16.939,17.227999999999998,18.105500000000006,16.929000000000002,19.027,17.127,17.924500000000005,17.176000000000002,17.4205,17.382,18.4175,17.164,18.3495,18.092
0.7894736842105263,18.5145,19.4365,16.480999999999998,16.825499999999998,17.135,16.787000000000006,16.276,17.659999999999997,19.317999999999998,17.5025,17.1775,16.683,16.6545,16.158,18.393500000000003,16.3955,16.839000000000002,16.755499999999998,16.929000000000002,16.118,18.2505,17.959,17.637500000000006,17.426499999999994,16.42,17.616500000000006,18.1725,15.9135,16.820000000000004,17.526,17.252
1.0526315789473684,17.947000000000006,17.8585,17.8015,18.5435,17.979499999999994,17.385,17.575499999999998,19.070500000000006,17.412,17.586,17.047,16.4355,17.618499999999994,18.8515,17.564,17.6695,17.008000000000006,17.588,18.06,18.448,17.6215,16.820999999999998,17.075499999999998,17.7555,17.698999999999995,17.4485,18.766000000000005,17.499000000000002,17.647000000000006,17.641,17.3
1.3157894736842104,17.021,17.148500000000002,17.9295,16.373,16.342,18.358500000000006,17.2505,16.226,16.6535,17.1605,17.8875,16.651500000000002,17.8545,17.5555,16.5395,16.714000000000002,17.320000000000004,16.9745,17.450499999999998,17.151500000000002,17.8275,17.077,17.4275,17.2,17.102,16.6325,16.965,16.8075,17.03,18.129,19.8745
1.5789473684210529,17.855999999999995,17.570999999999998,17.897000000000006,17.073500000000006,17.984499999999993,18.3725,16.531999999999996,19.3725,16.847,18.5675,17.817999999999994,17.628000000000004,18.541,17.967499999999994,16.035500000000006,17.23,17.988,16.857000000000006,16.634,16.6625,17.1605,17.8435,17.164,17.621499999999994,17.213499999999996,17.706,16.8965,17.0785,17.695,17.389,17.863500000000002
1.8421052631578947,17.613,16.483500000000006,17.1355,16.951,17.273999999999994,17.017,16.545,17.225,17.539,17.703999999999994,16.7735,16.910500000000006,17.203500000000002,17.660500000000006,17.8785,18.067,18.553500000000003,16.945,16.546,18.1865,17.0215,17.849,16.6895,17.348000000000006,16.998,17.084,16.937,16.896,17.097,17.424,18.176499999999997
2.1052631578947367,16.965500000000002,17.566499999999998,17.163999999999998,18.4765,17.0385,17.069000000000006,17.517,17.438499999999998,18.105500000000006,17.271,16.727999999999998,17.328999999999994,17.152,18.071000000000005,18.817,16.667499999999997,16.8735,17.803500000000003,16.540500000000005,16.8905,17.5245,17.921000000000006,16.256,17.4235,17.9455,17.2985,17.497,17.4075,17.098499999999998,17.3155,16.894999999999996
2.3684210526315788,17.7405,17.6125,17.078999999999994,17.194000000000006,16.6605,17.328500000000002,18.5535,16.977,17.730000000000004,18.4535,18.2005,17.8395,16.967,16.5775,17.346500000000002,18.0075,17.9865,17.035,16.564,17.864999999999995,18.1905,17.633000000000006,17.325499999999998,17.021000000000004,17.272999999999996,17.5005,17.8915,17.0385,16.953,17.421,17.020500000000002
2.631578947368421,16.858,17.7665,17.862000000000005,17.749499999999994,17.402,17.547,17.9,17.471,17.930500000000006,18.3525,17.792,17.058000000000003,17.2045,17.66,18.340999999999998,17.415,17.363,17.447499999999998,17.256999999999998,17.438,18.028,16.6845,16.9765,17.202999999999996,17.2725,17.489,16.945499999999996,16.89,16.6035,17.4235,18.114
2.894736842105264,16.834999999999994,17.336499999999994,17.7765,17.642,17.186999999999998,17.005,17.6505,17.31,16.9235,16.299,16.7275,18.492500000000003,17.8135,17.5835,16.590999999999998,17.073500000000006,18.325,17.856499999999997,16.8185,17.0145,16.657000000000004,16.690499999999997,18.4145,17.441499999999998,17.125999999999998,16.7495,17.0785,18.5845,16.958,17.785999999999994,17.23
