noise,averages,number of averages
0.0,0.9997258438148899,103
0.3157894736842105,0.9952275646722534,103
0.631578947368421,0.9811617566986162,103
0.9473684210526315,0.9581611698392338,103
1.263157894736842,0.9262487642440216,103
1.5789473684210527,0.8852095516548281,103
1.894736842105263,0.8353068829467934,103
2.2105263157894735,0.783368432750783,103
2.526315789473684,0.7210180900415784,103
2.8421052631578947,0.6609418077547651,103
3.1578947368421053,0.5877437883232433,103
3.4736842105263155,0.4964744451982346,103
3.789473684210526,0.39501704434142504,103
4.105263157894736,0.24995749812600954,103
4.421052631578947,0.15548454474542636,103
4.7368421052631575,0.1279019011558407,103
5.052631578947368,0.11145419229368117,103
5.368421052631579,0.095184803679834,103
5.684210526315789,0.09631389767957779,103
6.0,0.08913318800135657,103
