noise,averages,number of averages
0.0,0.9999999999996536,149
0.2631578947368421,0.9969371159472571,149
0.5263157894736842,0.9879479397466934,149
0.7894736842105263,0.9726693382890426,149
1.0526315789473684,0.9518528754538076,149
1.3157894736842104,0.9279394399580726,149
1.5789473684210527,0.893018288447468,149
1.8421052631578947,0.8601867025809053,149
2.1052631578947367,0.8166134772773548,149
2.3684210526315788,0.7796079118394083,149
2.631578947368421,0.7129668177051837,149
2.894736842105263,0.6733859382694574,149
3.1578947368421053,0.6130698620685462,149
3.4210526315789473,0.5483895795532797,149
3.6842105263157894,0.48988755618005536,149
3.9473684210526314,0.44773737661886726,149
4.2105263157894735,0.35745300077262687,149
4.473684210526316,0.28504471097012296,149
4.7368421052631575,0.23898899533454507,149
5.0,0.18735005708511726,149
