noise,mean (3 averages),std,std_error
0.0,0.9999749099606667,4.3457222023237205e-05,2.5090038833349336e-05
0.263157894737,0.9965632067163334,0.0006564119780639656,0.0003789796322345253
0.526315789474,0.9864719655846667,0.0007742372363892532,0.00044700607684596726
0.7894736842110001,0.9704466248303335,0.0020606886830169405,0.001189739165855846
1.05263157895,0.9427108397253333,0.0006834096175528285,0.00039456672666090474
1.3157894736799998,0.9205932107153334,0.0022261089879658637,0.001285244623447537
1.5789473684200002,0.8671245182003334,0.021165301884093123,0.012219792740260858
1.84210526316,0.832278953921,0.006331285748955959,0.003655369531476164
2.10526315789,0.790141166597,0.031436431593135666,0.018149832242658134
2.36842105263,0.7280469122376667,0.01768036770374691,0.010207765053129845
2.63157894737,0.6585822441173333,0.03606739758619561,0.020823521705359293
2.8947368421099995,0.5919071067236666,0.05179915068869255,0.029906253593910633
3.1578947368400003,0.563638601277,0.018634837966549005,0.010758828716292128
3.42105263158,0.45383438243199997,0.05071104342139223,0.029278034570227606
3.68421052632,0.3563892024526667,0.05928077767912925,0.034225772950815636
3.94736842105,0.29784017157866666,0.11627351986264911,0.06713054799232576
4.21052631579,0.21714622194533337,0.07127685702513793,0.04115171259045385
4.47368421053,0.12111681063896668,0.042694567686819895,0.024649720146920167
4.73684210526,0.08463612697293332,0.03820799145817818,0.022059394153574094
5.0,0.05904255266716666,0.009464747137672735,0.005464474307747094
