noise,mean (200 averages),std,std_error
0.0,0.9999999999999999,3.339027102258766e-16,2.361048706572841e-17
0.2631578947368421,0.996875375069223,0.0003412220471796267,2.4128042345107008e-05
0.5263157894736842,0.9876615964087967,0.0013966990277559342,9.87615353802879e-05
0.7894736842105263,0.9718381011521791,0.0031061355388219115,0.00021963695027855042
1.0526315789473684,0.9503156186475956,0.005565374231452282,0.0003935313858900779
1.3157894736842104,0.9218565914449939,0.010396710958030707,0.000735158482046
1.5789473684210529,0.8901565258651297,0.012343950297070163,0.000872849096168801
1.8421052631578947,0.8521573297299239,0.01422515868486046,0.001005870616951954
2.1052631578947367,0.8094349522182616,0.02150792448326349,0.0015208399251363785
2.3684210526315788,0.7599819820148774,0.02634657489730244,0.001862984177092182
2.631578947368421,0.7122750733126746,0.0314170459121954,0.002221520620936247
2.8947368421052633,0.6604415543102614,0.0337376107016157,0.0023856093308144296
3.1578947368421053,0.6011617851112603,0.042920884626260744,0.003034964857375441
3.421052631578948,0.5332945420306239,0.05087769079361381,0.00359759601712767
3.684210526315789,0.47588970487927795,0.057998146861124485,0.004101088294175439
3.947368421052632,0.41900721314492356,0.05124698792931061,0.0036237092680200676
4.2105263157894735,0.32252093918057523,0.08402837584066669,0.005941703436902728
4.473684210526316,0.2571831293987291,0.08010872474046671,0.005664542249619055
4.7368421052631575,0.19144243452427787,0.08931032065420987,0.006315193336453677
5.0,0.13482065845550498,0.0666189631017414,0.0047106720564857735
