noise,mean (461 averages),std,std_error
0.0,0.9999484176920443,0.0005464328164076647,2.5449913502455303e-05
0.2631578947368421,0.9969911179560017,0.0012751582975974209,5.939004284029182e-05
0.5263157894736842,0.9881770731838704,0.0018516983092764926,8.624218822277243e-05
0.7894736842105263,0.9734666350302156,0.004085196743885886,0.00019026658108842954
1.0526315789473684,0.9530301604525773,0.0072885439524056584,0.00033946133463767173
1.3157894736842104,0.9277778711537562,0.010621599663700989,0.0004946972154344916
1.5789473684210529,0.897974037616004,0.01590573229771137,0.00074080380792497
1.8421052631578947,0.8628146312447538,0.02170819269321059,0.0010110513310106028
2.1052631578947367,0.8231550221570944,0.027152414124958602,0.0012646140021493578
2.3684210526315788,0.7787918695469059,0.03330117898143406,0.0015509905319723613
2.631578947368421,0.7323097793380645,0.041051235349317206,0.0019119466427316937
2.8947368421052637,0.6782311804235555,0.046898565759834004,0.002184283970760885
3.1578947368421053,0.6312614945770171,0.05118858688030912,0.0023840901741246745
3.4210526315789487,0.5691836424876779,0.06274249928992638,0.0029222095231286552
3.684210526315789,0.5149079223943589,0.07227642829583245,0.003366248865666677
3.947368421052632,0.45652347420817263,0.07570239797924508,0.0035258121815708913
4.2105263157894735,0.39813815492857424,0.08797012973141541,0.004097177411822974
4.473684210526316,0.32879298596688017,0.0938426260259263,0.0043706868319220975
4.7368421052631575,0.2642576822416666,0.09812890647907398,0.00457031881503947
5.0,0.21255283879830833,0.09848152995204458,0.004586742127506382
