density,mean (11 averages),std,std_error
0.0001,0.07643851983209728,0.03393779513372352,0.010232630242773662
0.2143785714285714,0.20261443003935284,0.11979169979702316,0.03611855647505627
0.4286571428571428,0.40427635188251726,0.18864788619946554,0.0568794778197538
0.6429357142857142,0.5585261027326707,0.1672977247452563,0.05044216193274283
0.8572142857142856,0.6305698788418976,0.10202619854661248,0.030762056305947
1.071492857142857,0.6567685225983213,0.11955674459697901,0.03604771481677542
1.2857714285714283,0.6827449862810576,0.12176670500808832,0.03671404295179261
1.50005,0.7674123894947759,0.03955454915726056,0.011926145300572878
1.7143285714285712,0.7839124035019883,0.030733010191329704,0.00926635122570993
1.9286071428571423,0.7673494987205186,0.0805827246071996,0.02429660564605639
2.1428857142857143,0.7724881470462531,0.04744209202479136,0.01430432895597684
2.3571642857142856,0.809830239598682,0.03904110851526422,0.01177133712224369
2.571442857142857,0.797037550532313,0.030080409833253576,0.009069584814274468
2.785721428571428,0.8266991642117876,0.012065357707574977,0.003637842225222615
3.0,0.8249752041630048,0.02663405892037032,0.008030470916644234
3.5,0.8164913573888931,0.017339854103316746,0.005228162725473284
5.125,0.836813079068095,0.015315810119202487,0.00461789050233846
6.75,0.8324179545401885,0.013436275451558484,0.004051189477516597
8.375,0.8408319574131382,0.018797739686510745,0.005667731767902644
10.0,0.8417280280284902,0.014880653159369305,0.004486685742276786
