density,mean (100 averages),std,std_error
0.0001,0.82013218361692,0.014932594757348166,0.0014932594757348166
0.21437857142900002,0.8229247550503902,0.01964486367722575,0.001964486367722575
0.428657142857,0.8215485083544297,0.0183030763254518,0.0018303076325451798
0.6429357142859999,0.8189468528825601,0.016917410153003295,0.0016917410153003294
0.857214285714,0.8189681087063299,0.018388512283442883,0.0018388512283442882
1.07149285714,0.8185521345397002,0.018185628535788277,0.0018185628535788278
1.2857714285700002,0.8252784853133001,0.016326167763288674,0.0016326167763288674
1.50005,0.8234673112747002,0.019775973262376335,0.0019775973262376335
1.71432857143,0.81993669084553,0.017823429309224457,0.0017823429309224456
1.9286071428599998,0.8201776191469696,0.018005104415337193,0.0018005104415337193
2.14288571429,0.82075468235671,0.016537419198292765,0.0016537419198292766
2.3571642857099997,0.8193809959216101,0.020676730912134005,0.0020676730912134005
2.57144285714,0.8171005147484506,0.016856652163847876,0.0016856652163847875
2.78572142857,0.8202298230958099,0.019516865316850717,0.0019516865316850716
3.0,0.8205546224810503,0.018552375895771,0.0018552375895770998
3.5,0.8222188373073304,0.016040780785331978,0.0016040780785331978
5.125,0.8230742974448104,0.019177011887993516,0.0019177011887993515
6.75,0.82032008704131,0.0197060821864202,0.00197060821864202
8.375,0.8203305911691302,0.017909844639846944,0.0017909844639846944
10.0,0.8244510635490099,0.020126494267120924,0.0020126494267120923
