noise,mean (4 averages),std,std_error
0.0,0.9999999999999993,3.822350238895021e-15,1.9111751194475103e-15
0.2631578947368421,0.9967447223125037,9.828582345549101e-05,4.9142911727745504e-05
0.5263157894736842,0.9872874341598282,0.0006043140266973633,0.00030215701334868164
0.7894736842105263,0.9698702029155124,0.0017382026038674535,0.0008691013019337268
1.0526315789473684,0.9503687691809389,0.0029018904374887486,0.0014509452187443743
1.3157894736842104,0.9232412643624937,0.0037822370246097365,0.0018911185123048682
1.5789473684210529,0.8848685882133593,0.003505909616487605,0.0017529548082438025
1.8421052631578947,0.8392159558951964,0.0034350813889515125,0.0017175406944757562
2.1052631578947367,0.7950664390023062,0.007006757882682808,0.003503378941341404
2.3684210526315788,0.7447448206811867,0.009048687039898667,0.004524343519949334
2.631578947368421,0.6870711268427577,0.015430971347032094,0.007715485673516047
2.8947368421052633,0.6399769207781794,0.017152184933647157,0.008576092466823578
3.1578947368421053,0.5788261856197139,0.024511698838975603,0.012255849419487801
3.4210526315789487,0.4894109310903274,0.018685702621740942,0.009342851310870471
3.6842105263157885,0.4522271171177746,0.02520766230015437,0.012603831150077184
3.947368421052632,0.33748185398021446,0.028490133811668164,0.014245066905834082
4.2105263157894735,0.14968671824204316,0.018372806207293823,0.009186403103646911
4.473684210526316,0.07561424498335993,0.04819948057459761,0.024099740287298804
4.7368421052631575,0.03959881929050688,0.010279982222810045,0.005139991111405022
5.0,0.04078202005216916,0.03649558198517199,0.018247790992585996
