density,mean (101 averages),std,std_error
0.0001,0.8244614324028023,0.02913146424966525,0.002898689033368966
0.21437857142900002,0.8266747721340689,0.033154609027240906,0.003299006900897653
0.428657142857,0.8275667150919407,0.02705710515632723,0.0026922825889968056
0.6429357142859999,0.8175090048304259,0.02598803873049983,0.0025859065037464922
0.857214285714,0.8205178496991583,0.03340439622747822,0.003323861656285109
1.07149285714,0.8160679099548811,0.03022287208844242,0.0030072881722959656
1.2857714285700002,0.8230528600658514,0.030602814470717703,0.003045093852346054
1.50005,0.8257665958665147,0.03145804408960779,0.003130192380042529
1.71432857143,0.8228865842220694,0.03135315552035741,0.003119755577319325
1.9286071428599998,0.8231354773184061,0.031094153340961658,0.0030939838972349034
2.14288571429,0.8190988640328318,0.02836747449149841,0.002822669211137412
2.3571642857099997,0.8276414437460398,0.028320606840517164,0.0028180057055629997
2.57144285714,0.8245563850286335,0.02635432615348967,0.0026223534645645995
2.78572142857,0.8203091185483564,0.03211286470246703,0.003195349466313633
3.0,0.8262800987396834,0.027418079913519283,0.002728200919810117
3.5,0.8227785373248119,0.02984366794972014,0.0029695559502249435
5.125,0.8273818973264756,0.027255619956652526,0.0027120355499098835
6.75,0.823955455593901,0.0293703385352427,0.0029224579131624066
8.375,0.82043495835496,0.028443719697362795,0.00283025589267844
10.0,0.8229801344396633,0.024402094767442664,0.0024280991812634027
