density,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30,average_31,average_32,average_33,average_34,average_35,average_36,average_37,average_38,average_39,average_40,average_41,average_42,average_43,average_44,average_45,average_46,average_47,average_48,average_49,average_50,average_51,average_52,average_53,average_54,average_55,average_56,average_57,average_58,average_59,average_60,average_61,average_62,average_63,average_64,average_65,average_66,average_67,average_68,average_69,average_70,average_71,average_72,average_73,average_74,average_75,average_76,average_77,average_78,average_79,average_80,average_81,average_82,average_83,average_84,average_85,average_86,average_87,average_88,average_89,average_90,average_91,average_92,average_93,average_94,average_95,average_96,average_97,average_98,average_99,average_100
0.0001,0.786462681753,0.850389037311,0.789413995966,0.786356328582,0.81274109755,0.849706529186,0.807597023239,0.843566013518,0.835032145262,0.833493257144,0.850647730432,0.780125187195,0.805865591262,0.782561123862,0.820348661031,0.85759934955,0.806186000759,0.878720829154,0.829584768003,0.822657589476,0.854368541843,0.861169720184,0.835453038033,0.810767640055,0.814629815186,0.8031353264,0.868674645414,0.803988701155,0.854612296184,0.778859562463,0.790185702127,0.783200062404,0.827353519144,0.796050171469,0.803502104038,0.783037173458,0.729230586508,0.813134717154,0.786426253317,0.818382456677,0.769905365943,0.823178073042,0.830164018954,0.840653093218,0.848794509697,0.865074599781,0.828293389669,0.852326676457,0.804380903432,0.851273926481,0.809987527648,0.887921306577,0.889311312453,0.784202922123,0.781460602385,0.807762318073,0.845522869579,0.810635913383,0.864296149728,0.835378213982,0.848586391431,0.813181872798,0.843836040688,0.814839872326,0.80608116122,0.855568906915,0.816939277597,0.804247139321,0.838623019447,0.810596963355,0.82764532418,0.815835344075,0.850845050871,0.792906256606,0.863410901401,0.807827694756,0.866257045147,0.834485436917,0.873923685635,0.823946440464,0.820486642163,0.84946584022,0.824765181682,0.793333184712,0.833582374439,0.848167384932,0.881696503642,0.800231337754,0.840142940729,0.81657540992,0.869081044108,0.833085125802,0.814219695551,0.837778538185,0.812357450062,0.814650886924,0.837192771565,0.787991989846,0.807669056571,0.842140996153,0.82066582652
0.214378571429,0.850417844026,0.873919023084,0.870418368872,0.756212087565,0.867832703708,0.845335090014,0.774137830865,0.840886366739,0.834979775158,0.830924941479,0.816647456482,0.859947221497,0.807074998141,0.793577295163,0.865152912669,0.849636056697,0.851011124449,0.821630514778,0.795086837335,0.850476685946,0.894242068782,0.860103041403,0.738339202546,0.827961469914,0.852548265104,0.854551147267,0.854503608363,0.850396033478,0.823576839372,0.868052504053,0.84952192486,0.787498877379,0.801432009005,0.800712374938,0.82965411811,0.848521726083,0.878524535525,0.758107492042,0.849138519748,0.788671503065,0.805160052572,0.870613432612,0.774458588555,0.786741840036,0.857272164153,0.839859018426,0.884924972882,0.813963770898,0.821265802045,0.853461111126,0.825852172562,0.819668958959,0.855463555566,0.823192912244,0.800361375363,0.824254617952,0.847800315506,0.821350250093,0.751017161857,0.815163196167,0.872121471003,0.816423141451,0.855868388073,0.887545132878,0.80038493828,0.794800434644,0.786893925256,0.780582046704,0.842990704679,0.830216795807,0.79966344647,0.848300864568,0.8714107531,0.812534318174,0.816059279712,0.834849326302,0.856765359234,0.868914872788,0.781339901051,0.825632740438,0.803480429847,0.758489558754,0.839939933579,0.786181463098,0.863383522642,0.809435670733,0.834882983349,0.822805652422,0.802345949151,0.849766361046,0.851435713212,0.838101147405,0.803261894915,0.799641928944,0.808266129499,0.811190162799,0.816915644342,0.803954306596,0.785182555629,0.856859143105,0.802126328584
0.428657142857,0.811887491572,0.82610133707,0.824201077082,0.847441760231,0.853813592989,0.798464693763,0.77338463424,0.830410833103,0.791384737381,0.784281331617,0.841380152336,0.818880256115,0.788618972358,0.852480155783,0.8239585187,0.808317297125,0.808305947266,0.845129512208,0.849789715399,0.861495960594,0.856338986331,0.865896291801,0.861699882465,0.754130207562,0.837474001625,0.827062413788,0.760527508401,0.789876049643,0.834792211113,0.816725666418,0.836202474277,0.812681455452,0.860254127738,0.803827432345,0.837689276329,0.815485249303,0.838988590597,0.846986298467,0.820283360857,0.817434591072,0.849291201047,0.827334958444,0.78957454485,0.858290616149,0.842862042684,0.839529155747,0.784749365795,0.842705883052,0.869181809637,0.839873979691,0.851725697805,0.829845596385,0.845757440588,0.777900278624,0.839917461757,0.842384038242,0.804630284773,0.83272860465,0.824013551974,0.814479372342,0.838884421831,0.821605174149,0.85858056144,0.802560780544,0.817280770472,0.852585054876,0.792530155401,0.858583521904,0.825109843224,0.793549150224,0.848697880759,0.755104799096,0.863130308697,0.853075023598,0.866177970582,0.817757536094,0.825217787652,0.829157059589,0.780753055316,0.850230126577,0.842202439154,0.874349485457,0.799477056039,0.79825506568,0.837193893926,0.819107769554,0.788261623857,0.840656572953,0.817353934329,0.869861993507,0.790470491215,0.844455142599,0.844119136596,0.838625264929,0.85499240462,0.847446143623,0.834782921989,0.827278425915,0.837941193406,0.822846525888,0.863129820273
0.642935714286,0.825209974454,0.775944002892,0.806825185708,0.789075170463,0.800997925341,0.835036952163,0.821063081715,0.870954359589,0.86179356828,0.813679827302,0.771939130988,0.77320772014,0.864691917973,0.808712898254,0.844680099654,0.864851837758,0.82568774153,0.80220177914,0.795887174003,0.81525944552,0.821319204329,0.803354372966,0.814558910996,0.821712641138,0.827507076043,0.78379434104,0.815963557197,0.810628714629,0.847279591739,0.819789538901,0.795755927357,0.782576900811,0.774718982222,0.769661385191,0.829732314201,0.822767771536,0.808942614408,0.828491085804,0.814291356254,0.841064816783,0.799368905715,0.856802449349,0.820403753085,0.850771500446,0.820010700137,0.822876130054,0.814951885123,0.822810097965,0.814688855684,0.801109763859,0.800440269963,0.803306215828,0.862221272938,0.736458467895,0.838016292997,0.818355192916,0.837157911482,0.758980473139,0.814973067829,0.799278566174,0.82837608472,0.801802930352,0.781241581954,0.864503682325,0.83410158409,0.821236755101,0.834667712167,0.831064133835,0.839656921684,0.81277724396,0.825745803656,0.841208533656,0.841290867407,0.867805955947,0.80813825183,0.796437133995,0.794020810611,0.821999135546,0.824434427368,0.817881149386,0.824131051188,0.856278592538,0.86782428902,0.789448718738,0.816566406258,0.785917989679,0.80011221858,0.805709446426,0.810897879894,0.814927842888,0.820018473764,0.878021503949,0.811574003203,0.806208140178,0.820709428545,0.788740102533,0.780395202782,0.812601171507,0.836025855662,0.835111413432,0.824206388529
0.857214285714,0.858966581197,0.77537412398,0.804125311325,0.810010756368,0.829785427023,0.866367112474,0.776989805857,0.798327978282,0.788626543028,0.772822063979,0.853816093753,0.802497483031,0.814389227513,0.694020320652,0.798680458057,0.799724835855,0.840967867717,0.758922788532,0.857604795869,0.807876872708,0.833966155079,0.831301172108,0.850455702643,0.844529424756,0.728164623533,0.809513929269,0.801287095456,0.830525427401,0.812396475988,0.824399832623,0.824801712931,0.823866251044,0.811168952555,0.846825136571,0.836584982121,0.854250238497,0.831605361334,0.81583756585,0.815180412893,0.762582458773,0.819957569807,0.843021091226,0.861013334002,0.783829467577,0.785015584386,0.797682377712,0.835269226872,0.818286855623,0.876031779525,0.842252367902,0.855389075623,0.775180068537,0.8148540685,0.824322983535,0.848851337409,0.842889966872,0.857324253533,0.838711460716,0.830921653835,0.831624273983,0.868721242225,0.799296263698,0.830015884772,0.851806865825,0.768339900551,0.781729528479,0.783111838543,0.798549486592,0.83183818405,0.8621286888,0.803375801633,0.864795503649,0.83487865004,0.80309191796,0.821437259184,0.792268073081,0.851808220797,0.826630870495,0.852703111545,0.793640906551,0.837461267714,0.842273391797,0.771371427258,0.859334055114,0.833088010982,0.833991918367,0.864695610263,0.839988848709,0.848343788401,0.776823486857,0.799840928165,0.821326799253,0.752384068168,0.874517385989,0.792728172571,0.845582583427,0.811273533237,0.822195141371,0.801606135549,0.858453184181,0.883286727972
1.07149285714,0.825086694934,0.80820751236,0.82087937039,0.829730080714,0.786709616594,0.782947420576,0.80068408438,0.813836725508,0.809531526185,0.835481473182,0.823041881708,0.856320355462,0.747746175222,0.800781934098,0.842217914145,0.844977760411,0.843156545501,0.769865828764,0.799973768462,0.83128712319,0.854643862552,0.826910884545,0.840531217944,0.803151321299,0.78743623166,0.832283366555,0.835031353091,0.792492387308,0.84462797568,0.831844022896,0.830385177091,0.851564314624,0.753822715622,0.824588402761,0.827387289234,0.829389252393,0.862234794474,0.858917703496,0.754836566465,0.841149406548,0.790868133563,0.789003304067,0.781706059828,0.817357839771,0.7845071676,0.870359452987,0.837906556881,0.830476574525,0.871349447036,0.857539587642,0.825786386074,0.800970117494,0.834659764579,0.802893498499,0.832785355424,0.750835457017,0.813060113545,0.83570159255,0.84070972772,0.848001189485,0.863127301969,0.827565579361,0.831395372386,0.850179229738,0.845066884335,0.805630884267,0.776524472481,0.770944481328,0.826709243955,0.840076450031,0.793940930147,0.814232638903,0.834827984604,0.800949012751,0.779799918722,0.863278893192,0.799185388413,0.848886254573,0.772916627173,0.756222004736,0.836618675092,0.807589790882,0.858158256593,0.814003409464,0.781856987732,0.780348026539,0.779200887515,0.813013937401,0.804038433712,0.758900183206,0.801670306527,0.83288721699,0.807877614123,0.826362801038,0.847354444239,0.813471828173,0.766364908272,0.824235991445,0.75505112987,0.809539187937,0.830685971317
1.28577142857,0.727383548573,0.841806864535,0.874484236194,0.774497213278,0.84699289244,0.839834956555,0.824914773511,0.806466989924,0.791206120898,0.766552095005,0.802375256562,0.82769025667,0.851606350805,0.844935075347,0.844595320869,0.874622040492,0.827328190388,0.803096921903,0.851836315272,0.84959510072,0.794236257092,0.869649319372,0.842808460793,0.750350830773,0.821947373832,0.810011426701,0.780666412378,0.84950127284,0.821059501819,0.794243092239,0.825578069292,0.832376451118,0.81060599351,0.799986632489,0.826050423636,0.811963271227,0.778739502476,0.895878040947,0.867570275427,0.871290089294,0.854900604616,0.842011242173,0.840371650808,0.83730479063,0.838376760707,0.841696463226,0.831138889535,0.822020113839,0.827108120621,0.819907038094,0.853236295318,0.813407488795,0.823086854079,0.793285639602,0.814453773912,0.806262957644,0.855835810886,0.80166875727,0.826856251328,0.799558726256,0.844321416426,0.821921649536,0.813188423018,0.849263107715,0.851199253419,0.750480106633,0.838893619618,0.810732876107,0.808017427108,0.818196347974,0.82655329366,0.822505991951,0.818759200359,0.816185955112,0.828452109186,0.80012892646,0.843374710235,0.871901773507,0.801687736429,0.806717350508,0.798277142316,0.784390129348,0.860021469481,0.806882123281,0.823316534078,0.790409297346,0.819959366049,0.797935225871,0.78425412816,0.798634722694,0.726700805321,0.838690304422,0.852647865906,0.854080823169,0.848672472297,0.859257248609,0.833030806474,0.861998423806,0.809288927634,0.848169525916,0.820418802977
1.50005,0.802775758066,0.812779904541,0.845233818871,0.786778683178,0.806508891858,0.76370408873,0.771876500172,0.875064617355,0.827743381375,0.794487821717,0.836965702454,0.855685477485,0.832696379375,0.820061114535,0.875765127301,0.795672585193,0.802534805958,0.880217800727,0.849254951439,0.875439863392,0.818634514714,0.764217151407,0.798250361817,0.800770809581,0.82871265664,0.855057685755,0.820091335519,0.801509946924,0.8631816673,0.83255442334,0.851315475919,0.843814925233,0.899359626224,0.797676735747,0.822357099962,0.854856311027,0.821205295681,0.833450653907,0.851788743139,0.816147198379,0.837227290466,0.879098501908,0.774322482505,0.878449624164,0.798856381523,0.786147609911,0.834767612736,0.885924523982,0.866176946097,0.830321627275,0.859769321548,0.821763188971,0.775299634872,0.843302221694,0.841828893356,0.877948227533,0.824991585024,0.86175913015,0.845227542492,0.861743747419,0.864578944311,0.826339173949,0.802974012724,0.821774858504,0.845519199447,0.78271710318,0.794457065951,0.835546142494,0.816132238997,0.815088879555,0.791581221876,0.810572628277,0.88631506368,0.802666845794,0.863755306331,0.813580278872,0.818387216097,0.777579280626,0.784902985226,0.846187257287,0.790634474557,0.822738998453,0.817345801569,0.775161065836,0.794548021415,0.819904217948,0.824274956631,0.836973170443,0.863973532541,0.851090751567,0.829384641477,0.782692981396,0.805241797238,0.776404626221,0.799064666766,0.814294562288,0.809279307991,0.843060266448,0.841948161771,0.836436452432,0.796192038789
1.71432857143,0.818889864237,0.788847112603,0.862606598293,0.802323363562,0.826616536364,0.831084556251,0.822323275203,0.826852318707,0.845809471553,0.856941439801,0.810476806971,0.769607183991,0.813429351406,0.819402070748,0.86902766922,0.755906227998,0.798552154799,0.785245352604,0.84304639935,0.83948692899,0.832539528356,0.861168733618,0.807952896373,0.791683334001,0.805534525368,0.836105639432,0.83173264746,0.825020156859,0.827943904394,0.821260260594,0.86912528213,0.846196695959,0.856145940527,0.904679246836,0.838913910654,0.747390954405,0.893491415878,0.83914637343,0.810774190474,0.819822772743,0.838008905537,0.830575211644,0.832448656086,0.824002767182,0.860633422215,0.814544520568,0.743003584185,0.825803242483,0.771996035448,0.831627037283,0.788104218606,0.81896634458,0.856095884634,0.831010296426,0.815646517098,0.809709706824,0.859217642742,0.795349250882,0.855180962363,0.835901433693,0.834034580939,0.831317807351,0.836749656697,0.84203741327,0.789582677896,0.867708614791,0.79155092254,0.832908352429,0.797727779964,0.766723703936,0.835796939451,0.731657723957,0.79580218964,0.814693302039,0.857139751061,0.761721549832,0.82186619716,0.805969520566,0.849296102141,0.826529743126,0.823254873449,0.845459243454,0.858834026617,0.819172996668,0.839667000845,0.810470380645,0.847878913848,0.790576444015,0.872501588224,0.798548430031,0.819775030422,0.803915651648,0.791702425161,0.830088813208,0.849159387676,0.856189515689,0.84907262159,0.769497556283,0.839554329891,0.823134898648,0.79134761701
1.92860714286,0.827350654625,0.853426482767,0.814580075489,0.817961417449,0.806297259048,0.803796027269,0.797380672685,0.732756021993,0.826791753763,0.811209497104,0.847755773174,0.844694886093,0.831985114709,0.81226731633,0.80298102075,0.813386752091,0.795607611639,0.878895194018,0.839942663949,0.79151169866,0.812306644353,0.838229675579,0.845332962884,0.797999488197,0.829393185026,0.805769623373,0.788961905626,0.804553404669,0.783356724706,0.827345268265,0.770873016636,0.823309546984,0.740701923897,0.806426095854,0.791878144776,0.842406690933,0.854585086983,0.827847458585,0.858123226281,0.85718461478,0.900919641813,0.80066461928,0.827591100884,0.871335839023,0.801329009576,0.858993880652,0.841622025271,0.83084477184,0.805486520296,0.816356526576,0.832665906,0.875053805121,0.877500588976,0.828347281631,0.875627415841,0.82799209246,0.799154957769,0.884691489745,0.830604724084,0.815055659072,0.808322437311,0.814297750631,0.834703741321,0.850599353672,0.798008585793,0.857090186582,0.866442240814,0.827287444801,0.856419539872,0.819570216851,0.817422018662,0.822497239407,0.743545813865,0.844399632706,0.80229828884,0.79943871356,0.820306699999,0.75836459102,0.791550901061,0.858300044409,0.818811030915,0.804475726773,0.799445540139,0.817128820053,0.827263535496,0.822253869183,0.793216967683,0.788188007024,0.816495562022,0.801283569339,0.80803766848,0.862048945102,0.821804694043,0.767043496594,0.831808074626,0.843205691456,0.865182968827,0.836693774781,0.879281707839,0.832814929279,0.850332750426
