noise,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.263157894737,0.996595896648,0.997236196066,0.99690909781,0.99605650201,0.996846455613,0.997230681574,0.99700541041,0.997002609285,0.996446328053,0.996399783626,0.997016137832
0.526315789474,0.986623172297,0.985998536534,0.988723153284,0.9869787179,0.991304588935,0.990303312737,0.987235646378,0.986853580579,0.987984264703,0.98892539333,0.985735250264
0.789473684211,0.97636361647,0.970543170135,0.977852785159,0.96990929506,0.962515028929,0.971265233434,0.968166528144,0.9722262777,0.970428861723,0.971840284266,0.971483369691
1.05263157895,0.951190849777,0.944282872912,0.946016823148,0.943732927206,0.939180809481,0.963395540353,0.950429914654,0.954647303138,0.951912698739,0.955999967731,0.948645741247
1.31578947368,0.921431290938,0.906377649494,0.921061365005,0.924312133479,0.914299733769,0.931926088291,0.925413157442,0.91466014097,0.924243113424,0.924854526527,0.921963198474
1.57894736842,0.886458948969,0.894153734094,0.900560048007,0.883947438848,0.91898444162,0.888946023989,0.884035966077,0.894308956482,0.901625752518,0.881560717595,0.87746576476
1.84210526316,0.864116764114,0.860481271057,0.880114540006,0.846796517686,0.818787072474,0.861740462772,0.849039397539,0.861354565967,0.84732311459,0.838353452581,0.858128624267
2.10526315789,0.816566009058,0.785230703639,0.813662905377,0.805285784766,0.812601854075,0.810207566769,0.804692782517,0.765066305582,0.853438874669,0.801345725793,0.830003410088
2.36842105263,0.761056429428,0.790212377965,0.77930120646,0.745297338001,0.768010628326,0.792431904029,0.76836180659,0.756785279435,0.744850865261,0.727612103926,0.774915352899
2.63157894737,0.65316199215,0.689496010557,0.725455577594,0.650505381239,0.740447085387,0.668152143402,0.726228273646,0.581697951188,0.715293191493,0.661616745472,0.711444181129
2.89473684211,0.577578216471,0.635335020512,0.600809056983,0.691166739875,0.615610889078,0.626690594568,0.682571080655,0.656622339029,0.604173012744,0.635982903822,0.629217884819
3.15789473684,0.524542503929,0.541994353531,0.566910710251,0.637391433709,0.653472699332,0.646221619198,0.505591927332,0.638893988272,0.584695470088,0.640418054446,0.496194785282
3.42105263158,0.544785920537,0.51501301635,0.574249367993,0.529998028597,0.464647971339,0.440883970438,0.529733114501,0.458911504516,0.448880620913,0.495150284528,0.568542267961
3.68421052632,0.490867429916,0.407771107637,0.502057080608,0.522655461157,0.54346006186,0.392250926937,0.468957756363,0.466813956878,0.514360834038,0.486420422592,0.408189241723
3.94736842105,0.343703292293,0.444291728357,0.304326881314,0.374982216282,0.45950561435,0.49952746046,0.438846438122,0.395815185781,0.41473199331,0.477228594861,0.375439609005
4.21052631579,0.278121551831,0.320071949177,0.0636175417786,0.514725110488,0.19457808481,0.366357945594,0.206889207768,0.299587779816,0.0901959045632,0.491681234998,0.251016923602
4.47368421053,0.229195764422,0.226990631452,0.324703052834,0.213145273472,0.24585928351,0.286170182602,0.186024691551,0.333685282503,0.234367146722,0.108665161678,0.330372289454
4.73684210526,0.233129043205,0.157432239167,0.168959386383,0.137614509259,0.178705617588,0.176379855221,0.0802142245585,0.210405245243,0.13020189175,0.132740303351,0.198401984215
5.0,0.25830611823,0.223743627028,0.166856322389,0.135668209542,0.0743326171771,0.264893249265,0.105159937218,0.128135683631,0.183640941521,0.219460336118,0.143137151488
