density,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30,average_31,average_32,average_33,average_34,average_35,average_36,average_37,average_38,average_39,average_40,average_41,average_42,average_43,average_44,average_45,average_46,average_47,average_48,average_49,average_50,average_51,average_52,average_53,average_54,average_55,average_56,average_57,average_58,average_59,average_60,average_61,average_62,average_63,average_64,average_65,average_66,average_67,average_68,average_69,average_70,average_71,average_72,average_73,average_74,average_75,average_76,average_77,average_78,average_79,average_80,average_81,average_82,average_83,average_84,average_85,average_86,average_87,average_88,average_89,average_90,average_91,average_92,average_93,average_94,average_95,average_96,average_97,average_98,average_99
0.0001,0.819928303426,0.822147358483,0.813435103907,0.823045117093,0.829226169311,0.837376857565,0.836978134835,0.844882436873,0.818624147495,0.814602264271,0.818516112261,0.808804427221,0.832964572741,0.822127115313,0.837910847564,0.801317724615,0.799212556923,0.818129662651,0.830989524222,0.793218183856,0.788353181413,0.810803406123,0.808651745661,0.817972786242,0.806308056489,0.83422089467,0.818225707489,0.816630891087,0.825543275015,0.826462890715,0.794048233459,0.801634027507,0.802298777231,0.824279756146,0.820933034494,0.821774635986,0.798286838537,0.811165716362,0.816049278422,0.814463045613,0.791683810173,0.814807828043,0.835019910774,0.819167276595,0.828097280791,0.814503874416,0.8291459932,0.797476139251,0.824303760602,0.817981999927,0.821274973376,0.803989817563,0.778277966983,0.83144001429,0.817085174045,0.805600265512,0.834775747155,0.822710429854,0.821720657145,0.845717523023,0.805535296151,0.833379367842,0.820030741544,0.808226066302,0.828924393186,0.833265150006,0.814735792582,0.849121135515,0.837179237675,0.818151509637,0.804829022179,0.818573022501,0.833230895821,0.837823155232,0.831903060887,0.811859553912,0.818526463633,0.827009429786,0.795358943868,0.814765018095,0.861248495579,0.800587000265,0.862074355302,0.812763349991,0.842268826696,0.840243747032,0.839126971743,0.822722525648,0.821934433099,0.824825905704,0.81042864751,0.84086277893,0.817680888264,0.80607507548,0.814457002593,0.813739030481,0.821908665087,0.820489108718,0.828325758961,0.83270529625
0.214378571429,0.819872696084,0.799736223447,0.793761633904,0.825636457784,0.810226028852,0.834128445604,0.818672717666,0.801558341313,0.822523685055,0.830353337977,0.841080296798,0.822378795245,0.835259486002,0.828091657718,0.826972499222,0.817426522395,0.825398011401,0.825912879732,0.819118499472,0.786433868126,0.841895296285,0.832731595085,0.808177140473,0.826646463265,0.810024826483,0.835982575257,0.843292268441,0.800909647409,0.823529977017,0.807416926015,0.842372148033,0.838027935317,0.871683216095,0.792538790173,0.817614045585,0.807385096312,0.832595257293,0.825309339966,0.834472626427,0.84235192921,0.783132921371,0.832280587906,0.790961606807,0.825634941064,0.815305623686,0.808152726268,0.845419045426,0.824472988373,0.777060495507,0.800983200618,0.843781959764,0.776269673383,0.805218933126,0.848234387895,0.838595786482,0.845903287799,0.812022928108,0.828529749454,0.817455030043,0.805458987163,0.810598703031,0.830865242964,0.817308087656,0.824341741274,0.859086824012,0.863265079554,0.819873949398,0.841425919723,0.810728855238,0.828746975235,0.820996548049,0.81470153597,0.827981833254,0.831326870537,0.829239418175,0.818410616495,0.830152329843,0.835902401943,0.795281524774,0.794245533802,0.794044280695,0.82885997395,0.840544795045,0.823718412434,0.7816157486,0.854705901679,0.829653965598,0.815452802758,0.822123288621,0.834779276314,0.838540182946,0.823864068703,0.834119783196,0.80989224896,0.852263970754,0.880196533714,0.797114962202,0.812034088371,0.851946224843,0.818150960548
0.428657142857,0.795827867245,0.826128136509,0.809132927552,0.820763618306,0.816939040183,0.799532710509,0.828468452176,0.842386307924,0.799235937854,0.828402053557,0.837507828653,0.81377642872,0.814472648478,0.817791489182,0.792956257877,0.84376275309,0.830036544615,0.818363182964,0.833056528863,0.854568997576,0.814623492774,0.82213521995,0.789632811737,0.831841832835,0.808487618097,0.861388990582,0.805570835532,0.843061365786,0.832286213056,0.827023356375,0.839328259015,0.800052061036,0.809816583706,0.789780397673,0.842299932188,0.824272609278,0.828915863167,0.816410138208,0.826576757128,0.820448419972,0.808007940507,0.852890257274,0.831567982497,0.816548223636,0.810626167042,0.831776560272,0.814598834378,0.822204196448,0.841016833971,0.823259967205,0.855425222852,0.835992261161,0.822684833418,0.823860716544,0.827144935103,0.835925843629,0.791356139685,0.788545072852,0.828685121676,0.836508909367,0.827401585067,0.808456267559,0.781159016702,0.799709537122,0.829752626868,0.824211080644,0.827147527801,0.807217348331,0.812689497535,0.789840768449,0.833606422114,0.832584230642,0.822820619732,0.834467490079,0.827465680031,0.84823937043,0.82516416407,0.792716129483,0.809377235022,0.832251446722,0.824017310042,0.834876685122,0.809015487609,0.789091090932,0.797569983064,0.841504389657,0.806453777014,0.796411236226,0.818777928121,0.817043804815,0.855227285765,0.817971326289,0.838440794572,0.861332037285,0.821668432471,0.842742954056,0.840669336718,0.839460964402,0.776964388853,0.803645088582
0.642935714286,0.829737184571,0.832725096104,0.793629207637,0.812494970946,0.81225316147,0.801672138496,0.847253035604,0.827785344043,0.813494960823,0.780050923733,0.849422663089,0.809896654409,0.816463368072,0.834288705337,0.856417355841,0.805496143676,0.809834010947,0.834361242394,0.840928438923,0.816537900043,0.808211314672,0.814454364329,0.788836544258,0.819945770501,0.792180440669,0.797810043412,0.808073154152,0.824542673491,0.781159718891,0.806989044013,0.828999226491,0.81802699522,0.818972919455,0.79486536878,0.831585333542,0.81897020633,0.824011680029,0.824383818772,0.803704843688,0.847308257484,0.831650162199,0.811876951961,0.826193089501,0.822277898099,0.795864629897,0.800123106557,0.806332247129,0.850771691095,0.824408404389,0.802088312838,0.810740578682,0.820907507698,0.822651525282,0.837297990914,0.83328524537,0.805353985048,0.795763393321,0.843434884521,0.841412381601,0.828888074181,0.827208359961,0.805271723639,0.814675260164,0.809606082664,0.850082413957,0.833074572141,0.823349232961,0.836634240683,0.829497043772,0.799110237621,0.857322582522,0.814890780615,0.814804868262,0.827025582507,0.827943689606,0.815709028197,0.790974699929,0.845251532052,0.805515553934,0.824753885164,0.826208988155,0.800941618418,0.829619986439,0.804606107109,0.833233218898,0.812695220573,0.807331137737,0.838531173952,0.801461117929,0.835156694561,0.836537610505,0.819430216487,0.841492695477,0.803164148318,0.797177115387,0.825054333717,0.806771214847,0.815721766195,0.818550474568,0.799202794013
0.857214285714,0.810306025621,0.791098402915,0.832695363805,0.813746382508,0.793356242448,0.800040283993,0.822850881947,0.823957946759,0.806330260007,0.81426379493,0.821453585854,0.814014702598,0.80548323238,0.827062767428,0.846492893419,0.826479661432,0.808818707265,0.824917733706,0.807591926656,0.826114261974,0.854779999135,0.830497255475,0.795764017478,0.809682274976,0.834888091857,0.797710537865,0.812852399682,0.825643347684,0.810380090135,0.837540341291,0.783662479599,0.842957371005,0.853450802734,0.808235054523,0.825535883726,0.802942417956,0.830373888102,0.84347725489,0.837815685059,0.839319451608,0.81053720377,0.827350141587,0.805260845492,0.816812146662,0.791470695925,0.8076756687,0.823963948648,0.812429800338,0.806102433228,0.831295243418,0.815672209481,0.853244467505,0.78690621212,0.786458532602,0.816391800479,0.848911367334,0.812474603942,0.848730606765,0.808634019587,0.813519022076,0.849278363008,0.793585471525,0.84639834037,0.83653634754,0.842862682304,0.810510307067,0.800730980363,0.809067877621,0.828403471689,0.81480181652,0.805671539379,0.801528817577,0.830189909903,0.80510667245,0.788005149768,0.814831653354,0.836286335538,0.826063707467,0.793060439996,0.81228692369,0.803144879495,0.80744446561,0.836002733555,0.839231755399,0.816600114545,0.853030432728,0.828431628574,0.802113568323,0.840115708605,0.847057050681,0.852387278128,0.802479854262,0.807326127416,0.777825592003,0.823836766617,0.80733449951,0.838725926108,0.809259766175,0.834177694039,0.806653549647
1.07149285714,0.833061504688,0.821808839734,0.81475153551,0.8368326596,0.848651832183,0.787109526933,0.824501500424,0.826310249587,0.841075028164,0.809516623567,0.811766791201,0.788944248952,0.809618252494,0.839348744439,0.821363590376,0.842145657418,0.824392619006,0.816528055092,0.791361900858,0.852935013662,0.805441466716,0.833877205723,0.811208066853,0.830910577428,0.796255932346,0.830159488923,0.827758230547,0.86118803442,0.819117777499,0.806271170524,0.80956521616,0.801132974748,0.822632796782,0.802055674866,0.843701282864,0.793533578574,0.8179084569,0.813150385188,0.814718026853,0.811046979485,0.817293519692,0.821077758604,0.803359967909,0.82313769792,0.865900206517,0.802712003497,0.853305998738,0.783876693405,0.812165477764,0.844723258051,0.843804283591,0.830535973787,0.79068310318,0.814811419673,0.822500375494,0.823021577792,0.817750693259,0.829157864074,0.805499465478,0.810372285912,0.815954574193,0.826248879723,0.851952183302,0.822836940777,0.795322345997,0.798095904531,0.812872809491,0.810345834106,0.841613253228,0.849504380706,0.822102017787,0.776053567578,0.805573169377,0.80478132481,0.793616805649,0.813550802199,0.843963614444,0.815012209608,0.811186483596,0.827100839751,0.823914888378,0.817711673889,0.806707482285,0.85192257755,0.798735849855,0.795236117987,0.807062746406,0.807593118726,0.811326461505,0.827286183119,0.820659404784,0.807945546486,0.815233281798,0.795185177393,0.822235609154,0.830130253209,0.85246311067,0.807909073978,0.801583126005,0.807336708316
1.28577142857,0.850206502666,0.805695721842,0.845372999311,0.833472924216,0.837496362208,0.824662457872,0.816394139362,0.83267891901,0.833040884647,0.816621846356,0.801683740754,0.836015878446,0.806111011563,0.838613534897,0.839872869593,0.836927298943,0.83764325852,0.824596394205,0.816357039609,0.830412767546,0.801122442476,0.867375785669,0.822201368581,0.833290694128,0.830237583292,0.820201213895,0.824845731879,0.834991625609,0.812167497919,0.804446795036,0.827113184293,0.820275572973,0.821057959407,0.8187237598,0.832063440895,0.831373223719,0.820717011776,0.834167077142,0.837295704049,0.810409564021,0.804797291708,0.833209529813,0.836891668901,0.822099282488,0.839383366236,0.846647484689,0.840246277772,0.826542123207,0.807972690915,0.838467695735,0.776015257146,0.80173674918,0.806296252985,0.851988994618,0.821327836589,0.832472245348,0.836764726721,0.797079113846,0.841727662765,0.817315354872,0.821804742138,0.811075181787,0.824583517432,0.832242977193,0.829559115779,0.818428723264,0.849456799475,0.829161821684,0.831734201966,0.834696681358,0.831544342877,0.823466598119,0.817391697238,0.801931870775,0.805175559652,0.848821181921,0.781283632639,0.829129538918,0.850755423978,0.81963741494,0.811205444848,0.830433887435,0.866130264778,0.82253509807,0.808140164975,0.832871724459,0.789041197241,0.827628197934,0.812710660237,0.811699550935,0.847077934849,0.819579407772,0.843373745651,0.818390092078,0.818707053838,0.828825439892,0.822484823603,0.854779323652,0.818396203379,0.805021898912
1.50005,0.842200668999,0.786586948823,0.815894194336,0.819327392735,0.802442777475,0.819962963422,0.802946058895,0.825202997466,0.825971272752,0.807732387657,0.852948346721,0.785062208359,0.824442344663,0.840228807024,0.814753174564,0.848278598725,0.832478101918,0.829440448864,0.81645952276,0.807046196515,0.811933143185,0.785073312976,0.812667625961,0.84272485583,0.787753862012,0.834482106888,0.813441265888,0.848722133962,0.841454834431,0.82915158651,0.815250435865,0.822432094291,0.82084612002,0.813325589925,0.85154910255,0.814505045453,0.842596208577,0.814355502151,0.81965316606,0.844697860909,0.868875605763,0.825750369473,0.833116318938,0.802313862633,0.837936711171,0.827570694916,0.811928181203,0.813300730761,0.806762515621,0.839684762626,0.820760084132,0.811673324983,0.819536995772,0.856251524684,0.802744089161,0.836691869526,0.831048657617,0.863681945915,0.82846811174,0.850944355104,0.816058239553,0.837110049854,0.823027342423,0.807272009252,0.824856439807,0.789608520716,0.810828889315,0.790313782785,0.823125758435,0.834020175373,0.80282638358,0.81339828076,0.828127321696,0.80105701094,0.859961730714,0.799667955338,0.846393658088,0.802026079887,0.824136114423,0.796117435791,0.844024844047,0.844757355887,0.783609846258,0.844849562873,0.831028259137,0.833142130062,0.806473885645,0.814785208329,0.834723744729,0.823192090971,0.767683682614,0.821073867029,0.841478505536,0.819309077034,0.85440389224,0.849263794362,0.824366094009,0.828116079725,0.843184700326,0.852269350071
1.71432857143,0.85337678462,0.828235309505,0.821800076035,0.844562629275,0.803750377831,0.793774310681,0.851132538594,0.831176378922,0.829784954446,0.8279025105,0.803949035174,0.832822195314,0.803002489763,0.807117318309,0.814705417033,0.852808075427,0.842038727222,0.824501453665,0.782228376748,0.823992295497,0.82004894537,0.810967954668,0.807872415747,0.816821916378,0.834877247211,0.809849447898,0.806929687832,0.853147791612,0.804052965047,0.814681102929,0.871412291575,0.82057796512,0.825254157969,0.806295008814,0.841737562291,0.837910791596,0.818703719191,0.819379458263,0.83632372573,0.809108421223,0.808052469946,0.820500987413,0.842675248467,0.822105914723,0.817541722797,0.803318045685,0.829080384895,0.823297543058,0.816152737439,0.805747201157,0.853033360564,0.826941605259,0.829277427016,0.788675711181,0.816095161869,0.828473047498,0.795504172804,0.82844229753,0.793200815314,0.819555019017,0.843724597183,0.788870807514,0.843063151801,0.829695760504,0.815116698965,0.793257200809,0.807336652691,0.790288752803,0.81343617495,0.805510943178,0.823703776491,0.794845827404,0.821836155333,0.799747844777,0.835824496885,0.822953492982,0.788636255718,0.811923048405,0.834112330586,0.814010070512,0.823933099629,0.834162434028,0.819484789837,0.860209036424,0.836128658727,0.806341603805,0.829414631153,0.835428833778,0.816572192683,0.823840197526,0.811402826336,0.819520107677,0.802526526977,0.829518123361,0.844459804978,0.812820119215,0.803322880963,0.815558197659,0.798106011575,0.786740264074
1.92860714286,0.810242156025,0.845499002911,0.840304576991,0.804083108047,0.821858695427,0.848048853971,0.805150174496,0.823172877923,0.830030324994,0.847646083761,0.811405081076,0.86357391862,0.826514030721,0.815354175256,0.829806487624,0.797033443239,0.840641480608,0.812279917154,0.816602104423,0.80869597602,0.833241958306,0.781639258536,0.798383623216,0.816734398562,0.816155251297,0.815165401071,0.825043544878,0.812409841212,0.820804798998,0.814017414081,0.820218141311,0.792947364867,0.769984422719,0.82548426869,0.846310756622,0.804335880383,0.842339186576,0.827769453889,0.822101768518,0.833422135867,0.79660133624,0.822582534738,0.817634386353,0.801507182961,0.824420602149,0.810958904555,0.840676336632,0.815442231357,0.826049181043,0.810419738656,0.829825827146,0.810036766234,0.842687141787,0.832645476241,0.82209549493,0.80882383412,0.820329428815,0.829645257317,0.810631534462,0.851272017721,0.817698332369,0.819345904024,0.851294595376,0.785922383488,0.856864738783,0.848019002807,0.77752954673,0.803631966035,0.815410822486,0.816550494116,0.802721530157,0.824837031517,0.828390227521,0.823570725051,0.805382922836,0.80442321518,0.837786855948,0.831725235159,0.808552653242,0.828766160254,0.835026307556,0.837780669239,0.848351353886,0.814788678452,0.786606275278,0.84567459906,0.850758249347,0.808569569624,0.798655360696,0.820738055379,0.802032211833,0.807319458323,0.809533240054,0.823483974662,0.826325653694,0.809499248225,0.807467858952,0.835691982133,0.792852811654,0.827445461228
