,average,std,ste
0,0.220550945445,0.360484256778,0.0658151196875
1,0.54633909905,0.508709956658,0.092877306163
2,0.894926495231,0.455026249627,0.0830760470592
3,0.930660769214,0.418532089601,0.0764131555047
